"","column_label","HI_mean_Interp","HI_sd_with_Interp","N.S.","Max_width_Interp","Min_response","Max_response","Peak_Q","ShapiroTest.W","ShapiroTest.p","t.test.stat","t.test.p","t.test.CIlow","t.test.CIhigh","wilcox.test.stat","wilcox.test.p","storm.ID","site.ID"
"1","1",0.185081318344181,0.170385678236591,-0.593098464317977,0.463017163504968,-1,45.125,4398.07907166268,0.8006,0,7.6037,0,0.1362,0.234,1172,0,"MOOS_storm1_06_20_NO3","MOOS"
"2","2",-0.0481109516977609,0.205166224653202,-0.15255858440941,-0.543758967001461,23.1308333333333,24.8733333333333,2140.94683418493,0.977,0.4348,-1.6415,0.1071,-0.107,0.0108,454,0.0773,"MOOS_storm2_06_28_NO3","MOOS"
"3","3",-0.428483367491722,0.252688361694817,-0.228992590256977,-0.741289610594354,77.5618181818182,89.0945454545455,2140.94683418493,0.8429,0,-11.8699,0,-0.501,-0.3559,29,0,"MOOS_storm2_06_28_fDOM","MOOS"
"4","4",-0.56425219941349,0.179047434154949,0.24340175953079,-0.80938416422287,65.3,71.5,2140.94683418493,0.8914,3e-04,-22.0599,0,-0.6157,-0.5129,0,0,"MOOS_storm2_06_28_SPC","MOOS"
"5","5",-0.0789900842373566,0.114610785454575,-0.12195248308518,-0.620926714535866,48.3490909090909,136.088181818182,2140.94683418493,0.8486,0,-4.8244,0,-0.1119,-0.0461,148,0,"MOOS_storm2_06_28_turb","MOOS"
"6","6",0.42534849395945,0.41787939156287,-0.6794948887553,0.910402886349979,23.7591666666667,25.145,1132.08326114272,0.8206,0,7.1251,0,0.3054,0.5453,1120,0,"MOOS_storm3_07_18_NO3","MOOS"
"7","7",-0.430011961722538,0.327676705903099,-0.2564593301435,-0.81728468899528,99.3736363636364,106.973636363636,1132.08326114272,0.864,0,-9.1861,0,-0.5241,-0.3359,71,0,"MOOS_storm3_07_18_fDOM","MOOS"
"8","8",0.0358895705521883,0.351016359268944,-0.0122699386504312,-0.665644171779119,105.609090909091,107.090909090909,1132.08326114272,0.9324,0.0068,0.7157,0.4776,-0.0649,0.1367,715,0.4573,"MOOS_storm3_07_18_SPC","MOOS"
"9","9",-0.172908282379101,0.122869185520424,0.460366870483609,-0.383157309616459,13.8836363636364,22.0609090909091,1132.08326114272,0.9758,0.3921,-9.8508,0,-0.2082,-0.1376,37,0,"MOOS_storm3_07_18_turb","MOOS"
"10","10",0.0423344465820909,0.112864658567047,-0.117038358508983,0.498226691537742,-1.06112426035503,25.49,1367.9246436398,0.4554,0,2.6256,0.0115,0.0099,0.0747,1178,0,"MOOS_storm4_07_20_NO3","MOOS"
"11","11",-0.132804536524874,0.122376157160164,0.00672955010936616,-0.517175678876455,3.59,134.086363636364,1367.9246436398,0.7578,0,-7.5965,0,-0.1679,-0.0977,85,0,"MOOS_storm4_07_20_fDOM","MOOS"
"12","12",0.033852567277531,0.0918548394825209,0.0123823675086644,0.475070166749216,2.57272727272727,112.7,1367.9246436398,0.3445,0,2.5798,0.0129,0.0075,0.0602,1226,0,"MOOS_storm4_07_20_SPC","MOOS"
"13","13",-0.317532131777219,0.123875567174301,0.454830846506129,-0.568944821982567,1.32090909090909,50.55,1367.9246436398,0.8585,0,-17.9432,0,-0.3531,-0.282,2,0,"MOOS_storm4_07_20_turb","MOOS"
"14","14",-0.235574253260395,0.213907827227923,0.156079091291506,-0.524821203197275,23.7858333333333,25.7666666666667,1235.38513388007,0.8382,0,-7.709,0,-0.297,-0.1742,90,0,"MOOS_storm5_07_26_NO3","MOOS"
"15","15",0.00579416469870979,0.234943093555627,0.0667326883522773,0.4898682105584,126.643636363636,138.577272727273,1235.38513388007,0.8385,0,0.1726,0.8637,-0.0617,0.0732,554,0.423,"MOOS_storm5_07_26_fDOM","MOOS"
"16","16",0.0231742384066936,0.088893866386035,0.0916268929350088,0.218018973543102,17.9872727272727,48.8436363636364,1235.38513388007,0.9486,0.03,1.8249,0.0741,-0.0023,0.0487,768,0.2095,"MOOS_storm5_07_26_turb","MOOS"
"17","17",0.852031249999995,0.131941348752073,-0.861680327868851,0.960937499999995,22.6616666666667,25.915,987.902033472405,0.7699,0,45.2036,0,0.8142,0.8899,1275,0,"MOOS_storm6a_08_01_NO3","MOOS"
"18","18",0.673577265298712,0.0858438854064362,-0.736063192300729,0.828627201743241,108.510909090909,118.523636363636,987.902033472405,0.6923,0,54.9258,0,0.6489,0.6982,1275,0,"MOOS_storm6a_08_01_fDOM","MOOS"
"19","19",0.748912579957396,0.261829021440124,-0.142857142857175,0.929637526652563,107.145454545455,111.409090909091,987.902033472405,0.6363,0,20.0222,0,0.6737,0.8241,1275,0,"MOOS_storm6a_08_01_SPC","MOOS"
"20","20",-0.222543050478339,0.0867996007083071,0.389810997899977,-0.484405382282025,12.6836363636364,71.1245454545455,987.902033472405,0.7684,0,-17.9471,0,-0.2475,-0.1976,0,0,"MOOS_storm6a_08_01_turb","MOOS"
"21","21",0.191538758415643,0.144403816290379,-0.157692362669562,0.513804514072528,3.44545454545455,130.643636363636,1636.90090357681,0.9566,0.0639,9.2849,0,0.1501,0.233,1243,0,"MOOS_storm6b_08_02_fDOM","MOOS"
"22","22",0.178393910886855,0.134795125131056,-0.0166766441460676,0.570512272299668,0.954545454545455,107.254545454545,1636.90090357681,0.6021,0,9.2641,0,0.1397,0.2171,1275,0,"MOOS_storm6b_08_02_SPC","MOOS"
"23","23",-0.466854841496236,0.189846225799268,0.338434427393875,-0.731983322263475,1.31545454545455,238.103636363636,1636.90090357681,0.9288,0.005,-17.2138,0,-0.5214,-0.4124,1,0,"MOOS_storm6b_08_02_turb","MOOS"
"24","24",0.634812328858608,0.0930553902953191,-0.972951312362252,0.723101582849123,21.6833333333333,25.8425,1256.79912145098,0.7377,0,47.7531,0,0.6081,0.6615,1275,0,"MOOS_storm7a_08_09_NO3","MOOS"
"25","25",0.241081315112976,0.135255693088819,-0.815099445271279,0.519456095250985,105.578181818182,139.173636363636,1256.79912145098,0.748,0,12.4769,0,0.2023,0.2799,1257,0,"MOOS_storm7a_08_09_fDOM","MOOS"
"26","26",0.678900900900921,0.111566032591814,-0.192792792792756,0.860360360360421,96.9090909090909,101.954545454545,1256.79912145098,0.7256,0,42.5964,0,0.6469,0.7109,1275,0,"MOOS_storm7a_08_09_SPC","MOOS"
"27","27",-0.123227662957075,0.11866050797411,0.663736089030207,-0.448950715421304,19.6318181818182,76.8136363636364,1256.79912145098,0.7171,0,-7.2694,0,-0.1573,-0.0892,50,0,"MOOS_storm7a_08_09_turb","MOOS"
"28","28",0.0276457912457809,0.317704480569966,-0.491414141414123,-0.688636363636363,23.01,24.66,1345.47592525944,0.8645,0,0.6091,0.5453,-0.0636,0.1189,767,0.213,"MOOS_storm7b_08_12_NO3","MOOS"
"29","29",0.0969072651589954,0.336888794510585,-0.636613311590813,0.588486460970694,126.269090909091,147.453636363636,1345.47592525944,0.8903,2e-04,2.0136,0.0496,2e-04,0.1936,839,0.0523,"MOOS_storm7b_08_12_fDOM","MOOS"
"30","30",0.44595918367348,0.145169759449844,0.146938775510194,0.673469387755113,97.3727272727273,99.6,1345.47592525944,0.959,0.081,21.5039,0,0.4043,0.4876,1275,0,"MOOS_storm7b_08_12_SPC","MOOS"
"31","31",-0.305454701000941,0.224860204262206,0.806005646334159,-0.688099923004534,30.1381818181818,83.27,1345.47592525944,0.9007,5e-04,-9.5089,0,-0.37,-0.2409,18,0,"MOOS_storm7b_08_12_turb","MOOS"
"32","32",0.0894623488099883,0.121265012000701,-0.168942645337495,0.381818181818182,14.945,46.9825,2075.51962919906,0.8235,0,5.1642,0,0.0546,0.1243,1092,0,"MOOS_storm9_09_09_NO3","MOOS"
"33","33",0.185297192067204,0.273959965069431,-0.633108289539301,0.666989527791626,76.6145454545454,171.410909090909,2075.51962919906,0.9066,8e-04,4.7346,0,0.1066,0.2639,1022,2e-04,"MOOS_storm9_09_09_fDOM","MOOS"
"34","34",0.68071885770558,0.202497717223318,-0.369768586902971,0.916789758739567,91.6,110.063636363636,2075.51962919906,0.8999,5e-04,23.5313,0,0.6226,0.7389,1275,0,"MOOS_storm9_09_09_SPC","MOOS"
"35","35",-0.321783682412358,0.247363460616151,0.597920380273319,-0.802777777777776,25.2472727272727,270.047272727273,2075.51962919906,0.9196,0.0023,-9.106,0,-0.3928,-0.2508,1,0,"MOOS_storm9_09_09_turb","MOOS"
