"","DateTime","Site","Discharge","fDOM","NO3","SpCond","Turb","day"
"1",2018-08-24 12:01:00,"CARI",438.63,68.76,NA,75.26,-1.19,2018-08-24
"2",2018-08-24 12:02:00,"CARI",476.93,67.78,NA,75.26,-1.18,2018-08-24
"3",2018-08-24 12:03:00,"CARI",467.33,68.64,NA,75.26,-1.17,2018-08-24
"4",2018-08-24 12:04:00,"CARI",471.63,68.65,NA,75.27,-1.17,2018-08-24
"5",2018-08-24 12:05:00,"CARI",456.67,67.52,NA,75.27,-1.16,2018-08-24
"6",2018-08-24 12:06:00,"CARI",482.18,67.97,NA,75.26,-1.22,2018-08-24
"7",2018-08-24 12:07:00,"CARI",467.76,68.05,NA,75.25,-1.17,2018-08-24
"8",2018-08-24 12:08:00,"CARI",468.17,67.13,NA,75.25,-1.18,2018-08-24
"9",2018-08-24 12:09:00,"CARI",451.88,68.14,NA,75.24,-1.22,2018-08-24
"10",2018-08-24 12:10:00,"CARI",475.23,68.04,NA,75.22,-1.17,2018-08-24
"11",2018-08-24 12:11:00,"CARI",483.13,68.78,NA,75.22,-1.17,2018-08-24
"12",2018-08-24 12:12:00,"CARI",445.45,68.41,NA,75.19,-1.16,2018-08-24
"13",2018-08-24 12:13:00,"CARI",449.77,68.41,NA,75.18,-1.22,2018-08-24
"14",2018-08-24 12:14:00,"CARI",462.35,67.2,NA,75.18,-1.23,2018-08-24
"15",2018-08-24 12:15:00,"CARI",463.07,68.35,27,75.16,-1.11,2018-08-24
"16",2018-08-24 12:16:00,"CARI",464.14,68.35,NA,75.11,-1.1,2018-08-24
"17",2018-08-24 12:17:00,"CARI",496.07,67.57,NA,75.11,-1.08,2018-08-24
"18",2018-08-24 12:18:00,"CARI",461.4,68,NA,75.07,-1.18,2018-08-24
"19",2018-08-24 12:19:00,"CARI",507.79,67.97,NA,75.07,-1.15,2018-08-24
"20",2018-08-24 12:20:00,"CARI",458.91,66.8,NA,75.07,-1.14,2018-08-24
"21",2018-08-24 12:21:00,"CARI",482.1,68.59,NA,75.07,-1.13,2018-08-24
"22",2018-08-24 12:22:00,"CARI",469.48,68.55,NA,75.07,-1.14,2018-08-24
"23",2018-08-24 12:23:00,"CARI",465.32,68.13,NA,75.07,-1.14,2018-08-24
"24",2018-08-24 12:24:00,"CARI",457.1,68.61,NA,75.1,-1.14,2018-08-24
"25",2018-08-24 12:25:00,"CARI",479.82,68.58,NA,75.09,-1.07,2018-08-24
"26",2018-08-24 12:26:00,"CARI",485.14,68.76,NA,75.09,-1.07,2018-08-24
"27",2018-08-24 12:27:00,"CARI",468.21,66.45,NA,75.08,-1.22,2018-08-24
"28",2018-08-24 12:28:00,"CARI",476.52,66.53,NA,75.03,-1.19,2018-08-24
"29",2018-08-24 12:29:00,"CARI",462.67,67.52,NA,75.03,-1.2,2018-08-24
"30",2018-08-24 12:30:00,"CARI",467.79,68.62,27,75.03,-1.16,2018-08-24
"31",2018-08-24 12:31:00,"CARI",469.26,68.64,NA,75,-1.16,2018-08-24
"32",2018-08-24 12:32:00,"CARI",458.83,68.01,NA,75,-1.15,2018-08-24
"33",2018-08-24 12:33:00,"CARI",448.86,66.87,NA,74.97,-1.17,2018-08-24
"34",2018-08-24 12:34:00,"CARI",468.28,69.24,NA,74.97,-1.19,2018-08-24
"35",2018-08-24 12:35:00,"CARI",467.88,67.49,NA,74.97,-1.19,2018-08-24
"36",2018-08-24 12:36:00,"CARI",505.67,68.15,NA,74.95,-1.19,2018-08-24
"37",2018-08-24 12:37:00,"CARI",468.13,68.16,NA,74.95,-1.22,2018-08-24
"38",2018-08-24 12:38:00,"CARI",453.88,68,NA,74.95,-1.22,2018-08-24
"39",2018-08-24 12:39:00,"CARI",487.41,65.25,NA,74.95,-1.18,2018-08-24
"40",2018-08-24 12:40:00,"CARI",449.67,65.16,NA,74.91,-1.16,2018-08-24
"41",2018-08-24 12:41:00,"CARI",463.54,67.86,NA,74.91,-1.16,2018-08-24
"42",2018-08-24 12:42:00,"CARI",505.95,68.44,NA,74.93,-1.19,2018-08-24
"43",2018-08-24 12:43:00,"CARI",489.92,68.45,NA,74.93,-1.17,2018-08-24
