"","Site","DateTime","MeanDischarge","frch.fdom.1","fDOM.QSU","nitrateuM","frch.spcond.1","SpCond.uScm","frch.turb.1","Turbidity.FNU"
"1","FRCH",2020-08-12 01:45:00,740.28742410116,"2020-08-12 01:45:00",101.215454545455,33.9307142857143,"2020-08-12 01:45:00",74,"2020-08-12 01:45:00",36.5863636363636
"2","FRCH",2020-08-12 02:00:00,741.997199581092,"2020-08-12 02:00:00",100.925454545455,33.9328571428571,"2020-08-12 02:00:00",74.0909090909091,"2020-08-12 02:00:00",42.1990909090909
"3","FRCH",2020-08-12 02:15:00,744.977956163595,"2020-08-12 02:15:00",101.055454545455,34.0635714285714,"2020-08-12 02:15:00",74.1636363636364,"2020-08-12 02:15:00",34.0536363636364
"4","FRCH",2020-08-12 02:30:00,745.566463724856,"2020-08-12 02:30:00",100.685454545455,34.0092857142857,"2020-08-12 02:30:00",74.2636363636364,"2020-08-12 02:30:00",37.5709090909091
"5","FRCH",2020-08-12 02:45:00,750.284869389216,"2020-08-12 02:45:00",100.361818181818,34.0585714285714,"2020-08-12 02:45:00",74.3,"2020-08-12 02:45:00",38.2090909090909
"6","FRCH",2020-08-12 03:00:00,751.817058083354,"2020-08-12 03:00:00",99.9381818181818,34.04,"2020-08-12 03:00:00",74.3727272727273,"2020-08-12 03:00:00",35.7781818181818
"7","FRCH",2020-08-12 03:15:00,748.070207153782,"2020-08-12 03:15:00",99.7209090909091,34.1314285714286,"2020-08-12 03:15:00",74.4,"2020-08-12 03:15:00",37.6372727272727
"8","FRCH",2020-08-12 03:30:00,754.031720318788,"2020-08-12 03:30:00",99.8063636363636,34.1685714285714,"2020-08-12 03:30:00",74.4909090909091,"2020-08-12 03:30:00",38.5163636363636
"9","FRCH",2020-08-12 03:45:00,751.434010909812,"2020-08-12 03:45:00",99.9390909090909,34.1285714285714,"2020-08-12 03:45:00",74.5818181818182,"2020-08-12 03:45:00",33.5663636363636
"10","FRCH",2020-08-12 04:00:00,754.265054308431,"2020-08-12 04:00:00",99.8227272727273,34.1492857142857,"2020-08-12 04:00:00",74.6181818181818,"2020-08-12 04:00:00",30.63
"11","FRCH",2020-08-12 04:15:00,747.154399622799,"2020-08-12 04:15:00",99.6172727272727,34.1964285714286,"2020-08-12 04:15:00",74.6818181818182,"2020-08-12 04:15:00",34.2172727272727
"12","FRCH",2020-08-12 04:30:00,756.124542972248,"2020-08-12 04:30:00",99.4927272727273,34.195,"2020-08-12 04:30:00",74.7090909090909,"2020-08-12 04:30:00",34.1881818181818
"13","FRCH",2020-08-12 04:45:00,751.228550522079,"2020-08-12 04:45:00",98.8390909090909,34.2,"2020-08-12 04:45:00",74.7636363636364,"2020-08-12 04:45:00",31.9018181818182
"14","FRCH",2020-08-12 05:00:00,762.702437300453,"2020-08-12 05:00:00",99.3345454545454,34.215,"2020-08-12 05:00:00",74.8272727272727,"2020-08-12 05:00:00",35.0354545454545
"15","FRCH",2020-08-12 05:15:00,761.19812220824,"2020-08-12 05:15:00",99.1718181818182,34.2614285714286,"2020-08-12 05:15:00",74.8818181818182,"2020-08-12 05:15:00",31.9281818181818
"16","FRCH",2020-08-12 05:30:00,761.964216555294,"2020-08-12 05:30:00",98.3354545454545,34.2221428571429,"2020-08-12 05:30:00",74.9272727272727,"2020-08-12 05:30:00",37.3436363636364
"17","FRCH",2020-08-12 05:45:00,768.336650495767,"2020-08-12 05:45:00",98.5354545454545,34.2385714285714,"2020-08-12 05:45:00",74.9818181818182,"2020-08-12 05:45:00",37.3754545454545
"18","FRCH",2020-08-12 06:00:00,769.663378802157,"2020-08-12 06:00:00",98.2145454545455,34.1785714285714,"2020-08-12 06:00:00",75.0272727272727,"2020-08-12 06:00:00",34.8181818181818
"19","FRCH",2020-08-12 06:15:00,776.6521939058,"2020-08-12 06:15:00",98.8027272727273,34.1628571428571,"2020-08-12 06:15:00",75.0818181818182,"2020-08-12 06:15:00",32.16
"20","FRCH",2020-08-12 06:30:00,780.399044835358,"2020-08-12 06:30:00",97.5754545454545,34.2264285714286,"2020-08-12 06:30:00",75.1272727272727,"2020-08-12 06:30:00",31.3909090909091
"21","FRCH",2020-08-12 06:45:00,787.304239133271,"2020-08-12 06:45:00",98.3627272727273,34.1935714285714,"2020-08-12 06:45:00",75.1545454545455,"2020-08-12 06:45:00",32.9390909090909
"22","FRCH",2020-08-12 07:00:00,793.432993909766,"2020-08-12 07:00:00",98.5136363636364,34.1721428571429,"2020-08-12 07:00:00",75.2,"2020-08-12 07:00:00",32.6763636363636
"23","FRCH",2020-08-12 07:15:00,794.759722216157,"2020-08-12 07:15:00",97.76,34.2271428571429,"2020-08-12 07:15:00",75.2636363636364,"2020-08-12 07:15:00",32.1627272727273
"24","FRCH",2020-08-12 07:30:00,804.401993932595,"2020-08-12 07:30:00",98.6509090909091,34.2585714285714,"2020-08-12 07:30:00",75.3,"2020-08-12 07:30:00",32.5309090909091
"25","FRCH",2020-08-12 07:45:00,803.663773187465,"2020-08-12 07:45:00",98.2654545454545,34.2414285714286,"2020-08-12 07:45:00",75.3181818181818,"2020-08-12 07:45:00",32.5745454545455
"26","FRCH",2020-08-12 08:00:00,813.250297700069,"2020-08-12 08:00:00",98.6890909090909,34.2978571428571,"2020-08-12 08:00:00",75.3818181818182,"2020-08-12 08:00:00",32.9818181818182
"27","FRCH",2020-08-12 08:15:00,810.297414719476,"2020-08-12 08:15:00",98.4109090909091,34.32,"2020-08-12 08:15:00",75.4090909090909,"2020-08-12 08:15:00",30.7563636363636
