"","Site","DateTime","Q","day","fDOM.QSU","nitrateuM","SpCond.µS.cm","Turbidity.FNU","MeanDischarge"
"1","FRCH",2020-06-18 23:45:00,365.590267147287,2020-06-18 08:00:00,63.33,32.3492857142857,72.3818181818182,14.58,365.590267147287
"2","FRCH",2020-06-19 00:00:00,365.207219973759,2020-06-19 08:00:00,63.1154545454545,32.365,72.4454545454546,14.7463636363636,365.207219973759
"3","FRCH",2020-06-19 00:15:00,364.824172800218,2020-06-19 08:00:00,63.2409090909091,32.3642857142857,72.4727272727273,13.1454545454545,364.824172800218
"4","FRCH",2020-06-19 00:30:00,368.598897331714,2020-06-19 08:00:00,63.1972727272727,32.3992857142857,72.5,14.5709090909091,368.598897331714
"5","FRCH",2020-06-19 00:45:00,367.094582239501,2020-06-19 08:00:00,63.0009090909091,32.3692857142857,72.5636363636364,15.17,367.094582239501
"6","FRCH",2020-06-19 01:00:00,365.945440718904,2020-06-19 08:00:00,63.0609090909091,32.39,72.6,13.5572727272727,365.945440718904
"7","FRCH",2020-06-19 01:15:00,366.150901106637,2020-06-19 08:00:00,62.9154545454545,32.3771428571429,72.6636363636364,14.7245454545455,366.150901106637
"8","FRCH",2020-06-19 01:30:00,369.748038852311,2020-06-19 08:00:00,62.7227272727273,32.3778571428571,72.6818181818182,14.6409090909091,369.748038852311
"9","FRCH",2020-06-19 01:45:00,366.328487892446,2020-06-19 08:00:00,62.8009090909091,32.3892857142857,72.7272727272727,14.3172727272727,366.328487892446
"10","FRCH",2020-06-19 02:00:00,368.39343694401,2020-06-19 08:00:00,62.6145454545455,32.3714285714286,72.7818181818182,16.8781818181818,368.39343694401
"11","FRCH",2020-06-19 02:15:00,369.720165250386,2020-06-19 08:00:00,62.6809090909091,32.3935714285714,72.8272727272727,14.6281818181818,369.720165250386
"12","FRCH",2020-06-19 02:30:00,371.046893556806,2020-06-19 08:00:00,62.8027272727273,32.3428571428571,72.8727272727273,14.41,371.046893556806
"13","FRCH",2020-06-19 02:45:00,369.720165250386,2020-06-19 08:00:00,62.39,32.3478571428571,72.9181818181818,14.2909090909091,369.720165250386
"14","FRCH",2020-06-19 03:00:00,369.720165250386,2020-06-19 08:00:00,62.5827272727273,32.3607142857143,72.9545454545455,13.6163636363636,369.720165250386
"15","FRCH",2020-06-19 03:15:00,371.812987903875,2020-06-19 08:00:00,62.4172727272727,32.3214285714286,73.0181818181818,24.38,371.812987903875
"16","FRCH",2020-06-19 03:30:00,374.999204874082,2020-06-19 08:00:00,62.4636363636364,32.305,73.0545454545454,14.9481818181818,374.999204874082
"17","FRCH",2020-06-19 03:45:00,372.962129424457,2020-06-19 08:00:00,62.4390909090909,32.2785714285714,73.1,15.6081818181818,372.962129424457
"18","FRCH",2020-06-19 04:00:00,374.999204874082,2020-06-19 08:00:00,62.46,32.2478571428571,73.1454545454545,15.13,374.999204874082
"19","FRCH",2020-06-19 04:15:00,376.148346394693,2020-06-19 08:00:00,62.4427272727273,32.2378571428571,73.1727272727273,13.9972727272727,376.148346394693
"20","FRCH",2020-06-19 04:30:00,379.362436966825,2020-06-19 08:00:00,62.3754545454545,32.2228571428571,73.2181818181818,16.8972727272727,379.362436966825
"21","FRCH",2020-06-19 04:45:00,379.007263395208,2020-06-19 08:00:00,62.3763636363636,32.2021428571429,73.2454545454545,15.6436363636364,379.007263395208
"22","FRCH",2020-06-19 05:00:00,382.931701110603,2020-06-19 08:00:00,62.4027272727273,32.1921428571429,73.2909090909091,14.2318181818182,382.931701110603
"23","FRCH",2020-06-19 05:15:00,382.754114324795,2020-06-19 08:00:00,62.4645454545455,32.1485714285714,73.3545454545455,15.5,382.754114324795
"24","FRCH",2020-06-19 05:30:00,386.911886029819,2020-06-19 08:00:00,62.3509090909091,32.1614285714286,73.3818181818182,14.01,386.911886029819
"25","FRCH",2020-06-19 05:45:00,389.154421867177,2020-06-19 08:00:00,62.2463636363636,32.1164285714286,73.4272727272727,15.5690909090909,389.154421867177
"26","FRCH",2020-06-19 06:00:00,391.069657734828,2020-06-19 08:00:00,62.0154545454545,32.1071428571429,73.4727272727273,15.9409090909091,391.069657734828
"27","FRCH",2020-06-19 06:15:00,393.134606786378,2020-06-19 08:00:00,62.2345454545455,32.03,73.5181818181818,14.8809090909091,393.134606786378
"28","FRCH",2020-06-19 06:30:00,396.703870930156,2020-06-19 08:00:00,62.2018181818182,31.89,73.5636363636364,14.5781818181818,396.703870930156
"29","FRCH",2020-06-19 06:45:00,396.171110572715,2020-06-19 08:00:00,62.2536363636364,31.925,73.6,13.8481818181818,396.171110572715
"30","FRCH",2020-06-19 07:00:00,399.917961502288,2020-06-19 08:00:00,62.18,31.9535714285714,73.6636363636364,14.9218181818182,399.917961502288
"31","FRCH",2020-06-19 07:15:00,399.179740757143,2020-06-19 08:00:00,62.3372727272727,31.9242857142857,73.6818181818182,14.6518181818182,399.179740757143
"32","FRCH",2020-06-19 07:30:00,404.075733207312,2020-06-19 08:00:00,62.3363636363636,31.9107142857143,73.7181818181818,13.1890909090909,404.075733207312
"33","FRCH",2020-06-19 07:45:00,405.785508687244,2020-06-19 08:00:00,62.3836363636364,31.8464285714286,73.7363636363636,13.8045454545455,405.785508687244
"34","FRCH",2020-06-19 08:00:00,405.757635085334,2020-06-19 08:00:00,62.4636363636364,31.8528571428571,73.7636363636364,13.4636363636364,405.757635085334
"35","FRCH",2020-06-19 08:15:00,408.616552085863,2020-06-19 08:00:00,62.4472727272727,31.795,73.7454545454545,14.64,408.616552085863
"36","FRCH",2020-06-19 08:30:00,405.607921901421,2020-06-19 08:00:00,62.5627272727273,31.7564285714286,73.7727272727273,15.4709090909091,405.607921901421
"37","FRCH",2020-06-19 08:45:00,410.503914351604,2020-06-19 08:00:00,62.6281818181818,31.7321428571429,73.7727272727273,13.9372727272727,410.503914351604
"38","FRCH",2020-06-19 09:00:00,413.334957750223,2020-06-19 08:00:00,62.72,31.6792857142857,73.7727272727273,13.73,413.334957750223
"39","FRCH",2020-06-19 09:15:00,413.334957750223,2020-06-19 08:00:00,62.6736363636364,31.69,73.7636363636364,12.2572727272727,413.334957750223
"40","FRCH",2020-06-19 09:30:00,416.138127546918,2020-06-19 08:00:00,62.7545454545455,31.6271428571429,73.7636363636364,14.0845454545455,416.138127546918
"41","FRCH",2020-06-19 09:45:00,418.230950200392,2020-06-19 08:00:00,62.66,31.6128571428571,73.7454545454545,14.6490909090909,418.230950200392
"42","FRCH",2020-06-19 10:00:00,416.371461536561,2020-06-19 08:00:00,62.6645454545455,31.5635714285714,73.7272727272727,16.3545454545455,416.371461536561
"43","FRCH",2020-06-19 10:15:00,419.763138894516,2020-06-19 08:00:00,62.5036363636364,31.52,73.7090909090909,14.2554545454545,419.763138894516
"44","FRCH",2020-06-19 10:30:00,422.005674731874,2020-06-19 08:00:00,62.4736363636364,31.4907142857143,73.7090909090909,14.5672727272727,422.005674731874
"45","FRCH",2020-06-19 10:45:00,424.659131344684,2020-06-19 08:00:00,62.3290909090909,31.47,73.7,14.2772727272727,424.659131344684
"46","FRCH",2020-06-19 11:00:00,425.3973520898,2020-06-19 08:00:00,62.47,31.435,73.6818181818182,13.7663636363636,425.3973520898
"47","FRCH",2020-06-19 11:15:00,425.21976530402,2020-06-19 08:00:00,62.5927272727273,31.4157142857143,73.6636363636364,15.0445454545455,425.21976530402
"48","FRCH",2020-06-19 11:30:00,430.115757754204,2020-06-19 08:00:00,62.68,31.4042857142857,73.6545454545455,14.9536363636364,430.115757754204
"49","FRCH",2020-06-19 11:45:00,431.620072846388,2020-06-19 08:00:00,62.7681818181818,31.3921428571429,73.6636363636364,14.9336363636364,431.620072846388
"50","FRCH",2020-06-19 12:00:00,433.124387938617,2020-06-19 08:00:00,62.7727272727273,31.3528571428571,73.6636363636364,13.8645454545455,433.124387938617
"51","FRCH",2020-06-19 12:15:00,434.656576632726,2020-06-19 08:00:00,62.7609090909091,31.3678571428571,73.6454545454545,14.6409090909091,434.656576632726
"52","FRCH",2020-06-19 12:30:00,435.039623806268,2020-06-19 08:00:00,62.8909090909091,31.3542857142857,73.6727272727273,20.5218181818182,435.039623806268
"53","FRCH",2020-06-19 12:45:00,438.048253990695,2020-06-19 08:00:00,62.9545454545455,31.3314285714286,73.6636363636364,14.1672727272727,438.048253990695
"54","FRCH",2020-06-19 13:00:00,441.234470960917,2020-06-19 08:00:00,62.9281818181818,31.3578571428571,73.6454545454545,13.1154545454545,441.234470960917
"55","FRCH",2020-06-19 13:15:00,441.084757777018,2020-06-19 08:00:00,62.9390909090909,31.3492857142857,73.6363636363636,13.02,441.084757777018
"56","FRCH",2020-06-19 13:30:00,443.355167216301,2020-06-19 08:00:00,63.0790909090909,31.3364285714286,73.6363636363636,13.7345454545455,443.355167216301
"57","FRCH",2020-06-19 13:45:00,445.803163441378,2020-06-19 08:00:00,63.2136363636364,31.3485714285714,73.6090909090909,14.1581818181818,445.803163441378
"58","FRCH",2020-06-19 14:00:00,447.662652105209,2020-06-19 08:00:00,63.2618181818182,31.31,73.5636363636364,15.4090909090909,447.662652105209
"59","FRCH",2020-06-19 14:15:00,449.017254013539,2020-06-19 08:00:00,63.3490909090909,31.3321428571429,73.5454545454545,13.3518181818182,449.017254013539
"60","FRCH",2020-06-19 14:30:00,450.31610871802,2020-06-19 08:00:00,63.5827272727273,31.2857142857143,73.5454545454545,15.0709090909091,450.31610871802
"61","FRCH",2020-06-19 14:45:00,447.868112492943,2020-06-19 08:00:00,63.7281818181818,31.3628571428571,73.5363636363636,14.6309090909091,447.868112492943
"62","FRCH",2020-06-19 15:00:00,451.437376636706,2020-06-19 08:00:00,63.5981818181818,31.3728571428571,73.4818181818182,15.3409090909091,451.437376636706
"63","FRCH",2020-06-19 15:15:00,449.960935146402,2020-06-19 08:00:00,63.9818181818182,31.2964285714286,73.4636363636364,16.0418181818182,449.960935146402
"64","FRCH",2020-06-19 15:30:00,451.082203065089,2020-06-19 08:00:00,64.1072727272727,31.1464285714286,73.4363636363636,15.3345454545455,451.082203065089
"65","FRCH",2020-06-19 15:45:00,451.848297412143,2020-06-19 08:00:00,64.3345454545454,31.2692857142857,73.3909090909091,16.0890909090909,451.848297412143
"66","FRCH",2020-06-19 16:00:00,456.33336908686,2020-06-19 08:00:00,64.6163636363636,31.2528571428571,73.3454545454545,17.6845454545455,456.33336908686
"67","FRCH",2020-06-19 16:15:00,455.03451438238,2020-06-19 08:00:00,64.9709090909091,31.2571428571429,73.3181818181818,14.8036363636364,455.03451438238
"68","FRCH",2020-06-19 16:30:00,455.800608729449,2020-06-19 08:00:00,65.22,31.22,73.2454545454545,15.5636363636364,455.800608729449
"69","FRCH",2020-06-19 16:45:00,457.099463433929,2020-06-19 08:00:00,65.4536363636364,31.1971428571429,73.2363636363636,17.3909090909091,457.099463433929
"70","FRCH",2020-06-19 17:00:00,455.212101168174,2020-06-19 08:00:00,65.6,31.2028571428571,73.2272727272727,14.97,455.212101168174
"71","FRCH",2020-06-19 17:15:00,455.03451438238,2020-06-19 08:00:00,65.9109090909091,31.1878571428571,73.2,16.9563636363636,455.03451438238
"72","FRCH",2020-06-19 17:30:00,449.988808748327,2020-06-19 08:00:00,66.1490909090909,31.1821428571429,73.1727272727273,17.2272727272727,449.988808748327
"73","FRCH",2020-06-19 17:45:00,453.530199290166,2020-06-19 08:00:00,66.4218181818182,31.18,73.1272727272727,23.48,453.530199290166
"74","FRCH",2020-06-19 18:00:00,452.408931371479,2020-06-19 08:00:00,66.7754545454546,31.1707142857143,73.0818181818182,16.5018181818182,452.408931371479
"75","FRCH",2020-06-19 18:15:00,452.408931371479,2020-06-19 08:00:00,67.1472727272727,31.1471428571429,73.0454545454545,16.8418181818182,452.408931371479
"76","FRCH",2020-06-19 18:30:00,452.791978545021,2020-06-19 08:00:00,67.6081818181818,31.1271428571429,72.9909090909091,16.5954545454545,452.791978545021
"77","FRCH",2020-06-19 18:45:00,451.287663452793,2020-06-19 08:00:00,67.8954545454545,31.06,72.9636363636364,20.3409090909091,451.287663452793
"78","FRCH",2020-06-19 19:00:00,450.727029493457,2020-06-19 08:00:00,68.2172727272727,31.025,72.9181818181818,17.12,450.727029493457
"79","FRCH",2020-06-19 19:15:00,452.96956533083,2020-06-19 08:00:00,68.4727272727273,30.9721428571429,72.8727272727273,18.5309090909091,452.96956533083
"80","FRCH",2020-06-19 19:30:00,454.090833249487,2020-06-19 08:00:00,68.5590909090909,30.9192857142857,72.8454545454545,18.35,454.090833249487
"81","FRCH",2020-06-19 19:45:00,451.848297412143,2020-06-19 08:00:00,68.7581818181818,30.8978571428571,72.8,18.7618181818182,451.848297412143
"82","FRCH",2020-06-19 20:00:00,450.34398231993,2020-06-19 08:00:00,68.8136363636364,30.8835714285714,72.7454545454545,20.6927272727273,450.34398231993
"83","FRCH",2020-06-19 20:15:00,450.34398231993,2020-06-19 08:00:00,68.7536363636364,30.8307142857143,72.7,22.5990909090909,450.34398231993
"84","FRCH",2020-06-19 20:30:00,451.259789850898,2020-06-19 08:00:00,68.9818181818182,30.825,72.6363636363636,18.9636363636364,451.259789850898
"85","FRCH",2020-06-19 20:45:00,451.642837024425,2020-06-19 08:00:00,69.1136363636364,30.7728571428571,72.5727272727273,27.9118181818182,451.642837024425
"86","FRCH",2020-06-19 21:00:00,450.876742677356,2020-06-19 08:00:00,69.1827272727273,30.765,72.5,28.6263636363636,450.876742677356
"87","FRCH",2020-06-19 21:15:00,447.895986094853,2020-06-19 08:00:00,69.3218181818182,30.7285714285714,72.4181818181818,24.0481818181818,447.895986094853
"88","FRCH",2020-06-19 21:30:00,449.166967197423,2020-06-19 08:00:00,69.1945454545454,30.7028571428571,72.3454545454545,23.64,449.166967197423
"89","FRCH",2020-06-19 21:45:00,446.746844574256,2020-06-19 08:00:00,69.2336363636364,30.6485714285714,72.2818181818182,19.6272727272727,446.746844574256
"90","FRCH",2020-06-19 22:00:00,449.577887972875,2020-06-19 08:00:00,69.5390909090909,30.6085714285714,72.1818181818182,20.9427272727273,449.577887972875
"91","FRCH",2020-06-19 22:15:00,448.811793625806,2020-06-19 08:00:00,69.7327272727273,30.595,72.1,19.54,448.811793625806
"92","FRCH",2020-06-19 22:30:00,449.933061544492,2020-06-19 08:00:00,69.7172727272727,30.5435714285714,72.0454545454545,21.5545454545455,449.933061544492
"93","FRCH",2020-06-19 22:45:00,448.456620054203,2020-06-19 08:00:00,69.8618181818182,30.5264285714286,71.9636363636364,22.2690909090909,448.456620054203
"94","FRCH",2020-06-19 23:00:00,444.681895522692,2020-06-19 08:00:00,69.8518181818182,30.5035714285714,71.9090909090909,24.4409090909091,444.681895522692
"95","FRCH",2020-06-19 23:15:00,447.307478533607,2020-06-19 08:00:00,69.8090909090909,30.4664285714286,71.8727272727273,22.9172727272727,447.307478533607
"96","FRCH",2020-06-19 23:30:00,445.980750227187,2020-06-19 08:00:00,69.4763636363636,30.4642857142857,71.8363636363636,26.1345454545455,445.980750227187
