"","Site","DateTime","MeanDischarge","fDOM.RFU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1","POKE",2020-08-27 02:15:00,1046.45909705077,44.21,27.8253333333333,98.9,6.558
"2","POKE",2020-08-27 02:30:00,1062.8044908829,44.15,27.82,98.9,6.41
"3","POKE",2020-08-27 02:45:00,1064.51897936291,44.34,27.846,99,6.06
"4","POKE",2020-08-27 03:00:00,1081.67798580579,44.59,27.7966666666667,99,6.265
"5","POKE",2020-08-27 03:15:00,1096.30889115779,44.52,27.7746666666667,99.1,6.215
"6","POKE",2020-08-27 03:30:00,1115.99599869142,44.56,27.7766666666667,99.1,6.01
"7","POKE",2020-08-27 03:45:00,1123.58030196407,44.72,27.754,99.1,6.323
"8","POKE",2020-08-27 04:00:00,1123.12986402941,44.75,27.736,99.1,5.729
"9","POKE",2020-08-27 04:15:00,1124.7570892509,44.9,27.7526666666667,99.1,5.499
"10","POKE",2020-08-27 04:30:00,1139.83843253745,44.96,27.7013333333333,99.2,5.875
"11","POKE",2020-08-27 04:45:00,1143.18014623917,44.97,27.6946666666667,99.2,6.034
"12","POKE",2020-08-27 05:00:00,1144.89463471924,44.93,27.71,99.3,6.482
"13","POKE",2020-08-27 05:15:00,1164.94491692912,44.74,27.6713333333333,99.3,6.354
"14","POKE",2020-08-27 05:30:00,1152.02850005729,44.75,27.6593333333333,99.4,6.642
"15","POKE",2020-08-27 05:45:00,1165.39535486372,44.63,27.6553333333333,99.4,6.578
"16","POKE",2020-08-27 06:00:00,1170.45155704545,44.64,27.6286666666667,99.3,6.764
"17","POKE",2020-08-27 06:15:00,1161.69046648603,44.75,27.606,99.3,6.122
"18","POKE",2020-08-27 06:30:00,1196.37165404781,45.01,27.5726666666667,99.3,6.14
"19","POKE",2020-08-27 06:45:00,1196.82209198241,44.95,27.5526666666667,99.3,6.034
"20","POKE",2020-08-27 07:00:00,1215.24514897069,44.93,27.5086666666667,99.3,6.007
"21","POKE",2020-08-27 07:15:00,1228.61200377723,45.04,27.462,99.2,6.443
"22","POKE",2020-08-27 07:30:00,1234.93225650443,44.95,27.4246666666667,99.2,6.472
"23","POKE",2020-08-27 07:45:00,1231.59054280282,44.88,27.3913333333333,99.2,6.005
"24","POKE",2020-08-27 08:00:00,1237.82353227149,45.08,27.37,99.2,6.015
"25","POKE",2020-08-27 08:15:00,1232.40415541356,45.2,27.3546666666667,99.2,6.051
"26","POKE",2020-08-27 08:30:00,1240.3516333623,45.22,27.3313333333333,99.1,6.434
