"","Site","DateTime","MeanDischarge","fDOM.RFU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1","POKE",2020-07-20 10:15:00,885.257348403509,47.44,25.9275,92.4,24.34
"2","POKE",2020-07-20 10:30:00,873.968156753224,47.41,25.94375,92.4,26.07
"3","POKE",2020-07-20 10:45:00,875.232207298686,47.33,25.93125,92.4,25.55
"4","POKE",2020-07-20 11:00:00,869.362392506097,47.27,25.911875,92.4,18.9
"5","POKE",2020-07-20 11:15:00,879.387533611036,47.02,25.92625,92.5,22.17
"6","POKE",2020-07-20 11:30:00,887.335011559655,46.84,25.834375,NA,NA
"7","POKE",2020-07-20 11:45:00,883.993297858047,NA,25.934375,NA,NA
"8","POKE",2020-07-20 12:00:00,901.515478976944,NA,25.983125,NA,NA
"9","POKE",2020-07-20 12:15:00,886.070961014251,NA,25.99625,NA,NA
"10","POKE",2020-07-20 12:30:00,888.148624170397,NA,25.955,NA,NA
"11","POKE",2020-07-20 12:45:00,890.226287326717,NA,25.915,NA,NA
"12","POKE",2020-07-20 13:00:00,882.278809377924,NA,25.988125,NA,NA
"13","POKE",2020-07-20 13:15:00,887.698186235852,NA,25.99875,NA,NA
"14","POKE",2020-07-20 13:30:00,893.117563093605,NA,26.058125,NA,NA
"15","POKE",2020-07-20 13:45:00,898.536939951358,NA,26.031875,110.3,19.9
"16","POKE",2020-07-20 14:00:00,908.562081056298,45.5,26.068125,109.7,21.32
"17","POKE",2020-07-20 14:15:00,915.245508459513,45.48,26.145,109.2,20.57
"18","POKE",2020-07-20 14:30:00,916.509559004975,45.49,26.096875,108.7,18.72
"19","POKE",2020-07-20 14:45:00,907.748468445614,45.68,26.150625,108.3,17.82
"20","POKE",2020-07-20 15:00:00,927.798750655376,45.55,26.1825,107.7,16.27
"21","POKE",2020-07-20 15:15:00,949.113083410542,45.34,26.153125,107.2,16.85
"22","POKE",2020-07-20 15:30:00,949.113083410542,44.92,26.19375,106.8,18.82
"23","POKE",2020-07-20 15:45:00,950.377133956004,44.37,26.1925,106.7,20.93
"24","POKE",2020-07-20 16:00:00,953.718847657612,44.07,26.265625,106.8,24.22
"25","POKE",2020-07-20 16:15:00,959.588662450085,43.74,26.3525,107.6,25.31
"26","POKE",2020-07-20 16:30:00,962.930376151693,43.22,26.365625,107.9,22.78
"27","POKE",2020-07-20 16:45:00,966.722527788021,43.07,26.3525,107.8,19.75
"28","POKE",2020-07-20 17:00:00,999.776490128308,43.39,26.418125,107.7,17.84
"29","POKE",2020-07-20 17:15:00,1066.77116903651,43.63,26.4725,107.4,21.15
"30","POKE",2020-07-20 17:30:00,1097.38429354434,43.46,26.405,107.2,22.76
"31","POKE",2020-07-20 17:45:00,1081.1261629709,43.15,26.461875,107,21.98
