"","Site","DateTime","Q","day","fDOM.RFU","nitrateuM","SpCond.uScm","Turbidity.FNU","MeanDischarge"
"1","POKE",2020-07-12 20:15:00,495.503418446053,2020-07-12 08:00:00,25.53,27.168125,96.1,28.14,495.503418446053
"2","POKE",2020-07-12 20:30:00,489.836709035793,2020-07-12 08:00:00,26.02,27.1275,96.1,33.86,489.836709035793
"3","POKE",2020-07-12 20:45:00,489.836709035793,2020-07-12 08:00:00,26.23,27.156875,96,38.3,489.836709035793
"4","POKE",2020-07-12 21:00:00,489.836709035793,2020-07-12 08:00:00,26.16,27.084375,96,35.53,489.836709035793
"5","POKE",2020-07-12 21:15:00,495.503418446053,2020-07-12 08:00:00,25.81,27.155625,95.9,33.77,495.503418446053
"6","POKE",2020-07-12 21:30:00,504.003482561442,2020-07-12 08:00:00,25.65,27.060625,95.8,43.08,504.003482561442
"7","POKE",2020-07-12 21:45:00,495.503418446053,2020-07-12 08:00:00,25.59,27.06375,95.8,42.49,495.503418446053
"8","POKE",2020-07-12 22:00:00,509.670191971702,2020-07-12 08:00:00,25.53,26.988125,95.7,40.31,509.670191971702
"9","POKE",2020-07-12 22:15:00,515.336901381845,2020-07-12 08:00:00,25.36,26.9875,95.7,37.95,515.336901381845
"10","POKE",2020-07-12 22:30:00,529.503674907493,2020-07-12 08:00:00,24.97,26.865625,95.5,35.81,529.503674907493
"11","POKE",2020-07-12 22:45:00,540.837093728012,2020-07-12 08:00:00,24.95,26.791875,95.5,44.81,540.837093728012
"12","POKE",2020-07-12 23:00:00,535.170384317753,2020-07-12 08:00:00,24.73,26.7625,95.4,61.8,535.170384317753
"13","POKE",2020-07-12 23:15:00,546.503803138272,2020-07-12 08:00:00,24.98,26.776875,95.4,103.3,546.503803138272
"14","POKE",2020-07-12 23:30:00,552.170512548415,2020-07-12 08:00:00,25.48,26.615,95.5,71.25,552.170512548415
"15","POKE",2020-07-12 23:45:00,560.670576663804,2020-07-12 08:00:00,25.98,26.589375,95.5,45.72,560.670576663804
"16","POKE",2020-07-13 00:00:00,566.337286074064,2020-07-13 08:00:00,26.27,26.48375,95.5,51.3,566.337286074064
"17","POKE",2020-07-13 00:15:00,586.170769009856,2020-07-13 08:00:00,26.37,26.41625,95.4,46.76,586.170769009856
"18","POKE",2020-07-13 00:30:00,591.837478420115,2020-07-13 08:00:00,26.46,26.271875,95.4,38.47,591.837478420115
"19","POKE",2020-07-13 00:45:00,591.837478420115,2020-07-13 08:00:00,26.49,26.291875,95.5,42.92,591.837478420115
"20","POKE",2020-07-13 01:00:00,606.004251945764,2020-07-13 08:00:00,26.31,26.20375,95.5,39.66,606.004251945764
"21","POKE",2020-07-13 01:15:00,606.004251945764,2020-07-13 08:00:00,26.41,26.12625,95.5,43.15,606.004251945764
"22","POKE",2020-07-13 01:30:00,623.004380176426,2020-07-13 08:00:00,26.53,26.060625,95.5,38.76,623.004380176426
"23","POKE",2020-07-13 01:45:00,620.171025471296,2020-07-13 08:00:00,26.38,26.030625,95.5,41.57,620.171025471296
"24","POKE",2020-07-13 02:00:00,628.671089586685,2020-07-13 08:00:00,26.07,25.983125,95.5,42.95,628.671089586685
"25","POKE",2020-07-13 02:15:00,637.171153702075,2020-07-13 08:00:00,25.88,25.836875,95.5,44.16,637.171153702075
"26","POKE",2020-07-13 02:30:00,642.837863112334,2020-07-13 08:00:00,25.56,25.753125,95.5,50.16,642.837863112334
"27","POKE",2020-07-13 02:45:00,665.504700753256,2020-07-13 08:00:00,25.01,25.67875,95.5,45.89,665.504700753256
"28","POKE",2020-07-13 03:00:00,657.004636637866,2020-07-13 08:00:00,25.02,25.59,95.6,43.04,657.004636637866
"29","POKE",2020-07-13 03:15:00,665.504700753256,2020-07-13 08:00:00,25.38,25.433125,95.6,45.95,665.504700753256
"30","POKE",2020-07-13 03:30:00,679.671474278904,2020-07-13 08:00:00,25.55,25.356875,95.6,41.65,679.671474278904
"31","POKE",2020-07-13 03:45:00,679.671474278904,2020-07-13 08:00:00,25.22,25.274375,95.6,43.23,679.671474278904
"32","POKE",2020-07-13 04:00:00,685.338183689048,2020-07-13 08:00:00,25.26,25.22125,95.6,45.48,685.338183689048
"33","POKE",2020-07-13 04:15:00,693.838247804437,2020-07-13 08:00:00,25.48,25.14,95.6,39.24,693.838247804437
"34","POKE",2020-07-13 04:30:00,705.171666624956,2020-07-13 08:00:00,25.54,24.98875,95.6,40.88,705.171666624956
"35","POKE",2020-07-13 04:45:00,716.505085445358,2020-07-13 08:00:00,25.33,25.02,95.6,46.27,716.505085445358
"36","POKE",2020-07-13 05:00:00,719.338440150488,2020-07-13 08:00:00,25.2,25.03875,95.6,41.32,719.338440150488
"37","POKE",2020-07-13 05:15:00,716.505085445358,2020-07-13 08:00:00,25.27,24.959375,95.6,51.18,716.505085445358
"38","POKE",2020-07-13 05:30:00,733.505213676137,2020-07-13 08:00:00,25.23,24.998125,95.6,56.76,733.505213676137
"39","POKE",2020-07-13 05:45:00,725.005149560748,2020-07-13 08:00:00,25.06,24.964375,95.5,50.31,725.005149560748
"40","POKE",2020-07-13 06:00:00,742.005277791526,2020-07-13 08:00:00,24.8,24.979375,95.5,50.13,742.005277791526
"41","POKE",2020-07-13 06:15:00,722.171794855618,2020-07-13 08:00:00,24.51,24.9525,95.5,54.99,722.171794855618
"42","POKE",2020-07-13 06:30:00,739.171923086396,2020-07-13 08:00:00,24.47,25.03375,95.4,55.99,739.171923086396
"43","POKE",2020-07-13 06:45:00,725.005149560748,2020-07-13 08:00:00,24.2,24.9475,95.4,54.45,725.005149560748
"44","POKE",2020-07-13 07:00:00,733.505213676137,2020-07-13 08:00:00,23.99,24.95375,95.2,63.19,733.505213676137
"45","POKE",2020-07-13 07:15:00,733.505213676137,2020-07-13 08:00:00,23.92,24.92625,95.2,61.36,733.505213676137
"46","POKE",2020-07-13 07:30:00,713.671730740345,2020-07-13 08:00:00,23.88,24.93625,95.1,57.66,713.671730740345
"47","POKE",2020-07-13 07:45:00,716.505085445358,2020-07-13 08:00:00,23.79,24.976875,95,57.22,716.505085445358
"48","POKE",2020-07-13 08:00:00,730.671858971007,2020-07-13 08:00:00,23.63,24.97125,94.9,66.19,730.671858971007
"49","POKE",2020-07-13 08:15:00,716.505085445358,2020-07-13 08:00:00,23.23,24.89875,94.8,82.4,716.505085445358
"50","POKE",2020-07-13 08:30:00,725.005149560748,2020-07-13 08:00:00,22.19,24.86,94.7,79.99,725.005149560748
"51","POKE",2020-07-13 08:45:00,719.338440150488,2020-07-13 08:00:00,21.54,24.849375,94.7,85.8,719.338440150488
"52","POKE",2020-07-13 09:00:00,708.005021330086,2020-07-13 08:00:00,20.96,24.70625,94.7,90.1,708.005021330086
"53","POKE",2020-07-13 09:15:00,705.171666624956,2020-07-13 08:00:00,19.77,24.691875,94.6,100.9,705.171666624956
"54","POKE",2020-07-13 09:30:00,713.671730740345,2020-07-13 08:00:00,19.37,24.606875,94.6,113.9,713.671730740345
"55","POKE",2020-07-13 09:45:00,702.338311919826,2020-07-13 08:00:00,19.48,24.68875,94.5,114,702.338311919826
"56","POKE",2020-07-13 10:00:00,696.671602509567,2020-07-13 08:00:00,20.01,24.585,94.5,86.3,696.671602509567
"57","POKE",2020-07-13 10:15:00,702.338311919826,2020-07-13 08:00:00,20.31,24.46,94.5,81.5,702.338311919826
"58","POKE",2020-07-13 10:30:00,691.004893099307,2020-07-13 08:00:00,20.52,24.35125,94.5,142.9,691.004893099307
"59","POKE",2020-07-13 10:45:00,696.671602509567,2020-07-13 08:00:00,20.56,24.188125,94.4,135.4,696.671602509567
"60","POKE",2020-07-13 11:00:00,688.171538394177,2020-07-13 08:00:00,20.45,24.293125,94.4,101.4,688.171538394177
"61","POKE",2020-07-13 11:15:00,688.171538394177,2020-07-13 08:00:00,20.44,24.221875,94.5,88.2,688.171538394177
"62","POKE",2020-07-13 11:30:00,682.504828983918,2020-07-13 08:00:00,21.09,24.0575,94.6,102.2,682.504828983918
"63","POKE",2020-07-13 11:45:00,693.838247804437,2020-07-13 08:00:00,21.81,24.098125,94.7,101,693.838247804437
"64","POKE",2020-07-13 12:00:00,682.504828983918,2020-07-13 08:00:00,21.94,24.054375,94.7,89.3,682.504828983918
"65","POKE",2020-07-13 12:15:00,682.504828983918,2020-07-13 08:00:00,22.55,24.0425,94.7,92.5,682.504828983918
"66","POKE",2020-07-13 12:30:00,679.671474278904,2020-07-13 08:00:00,22.83,23.963125,94.8,89.5,679.671474278904
"67","POKE",2020-07-13 12:45:00,665.504700753256,2020-07-13 08:00:00,22.82,24.025625,94.8,87.2,665.504700753256
"68","POKE",2020-07-13 13:00:00,668.338055458385,2020-07-13 08:00:00,23.54,23.963125,94.8,88.2,668.338055458385
"69","POKE",2020-07-13 13:15:00,668.338055458385,2020-07-13 08:00:00,24.07,23.896875,94.9,79.72,668.338055458385
"70","POKE",2020-07-13 13:30:00,662.671346048126,2020-07-13 08:00:00,24.24,23.846875,95,63.94,662.671346048126
"71","POKE",2020-07-13 13:45:00,665.504700753256,2020-07-13 08:00:00,24.66,23.9775,95.2,55.17,665.504700753256
"72","POKE",2020-07-13 14:00:00,659.837991342996,2020-07-13 08:00:00,25.08,23.9075,95.4,74.98,659.837991342996
"73","POKE",2020-07-13 14:15:00,662.671346048126,2020-07-13 08:00:00,25.38,23.95125,95.6,113.7,662.671346048126
"74","POKE",2020-07-13 14:30:00,665.504700753256,2020-07-13 08:00:00,25.74,23.9673333333333,95.6,91.2,665.504700753256
"75","POKE",2020-07-13 14:45:00,662.671346048126,2020-07-13 08:00:00,26.49,23.9393333333333,95.5,58.63,662.671346048126
"76","POKE",2020-07-13 15:00:00,657.004636637866,2020-07-13 08:00:00,27.02,23.9253333333333,95.5,58.3,657.004636637866
"77","POKE",2020-07-13 15:15:00,640.004508407204,2020-07-13 08:00:00,27.16,23.9773333333333,95.2,67.08,640.004508407204
"78","POKE",2020-07-13 15:30:00,654.171281932737,2020-07-13 08:00:00,27.53,24.0406666666667,95,55.32,654.171281932737
"79","POKE",2020-07-13 15:45:00,651.337927227607,2020-07-13 08:00:00,27.7,24.04,95,58.34,651.337927227607
"80","POKE",2020-07-13 16:00:00,657.004636637866,2020-07-13 08:00:00,28.23,24.13625,95,58.4,657.004636637866
"81","POKE",2020-07-13 16:15:00,651.337927227607,2020-07-13 08:00:00,29.04,24.1425,95,61.78,651.337927227607
"82","POKE",2020-07-13 16:30:00,645.671217817464,2020-07-13 08:00:00,29.2,24.243125,94.9,61.62,645.671217817464
"83","POKE",2020-07-13 16:45:00,648.504572522477,2020-07-13 08:00:00,29.13,24.22125,94.8,61.84,648.504572522477
"84","POKE",2020-07-13 17:00:00,642.837863112334,2020-07-13 08:00:00,29.14,24.261875,94.7,61.2,642.837863112334
"85","POKE",2020-07-13 17:15:00,642.837863112334,2020-07-13 08:00:00,29.39,24.338125,94.6,54.32,642.837863112334
"86","POKE",2020-07-13 17:30:00,642.837863112334,2020-07-13 08:00:00,29.82,24.263125,94.4,58.02,642.837863112334
"87","POKE",2020-07-13 17:45:00,640.004508407204,2020-07-13 08:00:00,29.84,24.436875,94.3,65.44,640.004508407204
"88","POKE",2020-07-13 18:00:00,637.171153702075,2020-07-13 08:00:00,29.79,24.43875,94.1,68.07,637.171153702075
"89","POKE",2020-07-13 18:15:00,637.171153702075,2020-07-13 08:00:00,30.18,24.481875,94,55.81,637.171153702075
"90","POKE",2020-07-13 18:30:00,628.671089586685,2020-07-13 08:00:00,31.02,24.52875,94.2,43.25,628.671089586685
"91","POKE",2020-07-13 18:45:00,631.504444291815,2020-07-13 08:00:00,31.44,24.661875,94.2,50.79,631.504444291815
"92","POKE",2020-07-13 19:00:00,628.671089586685,2020-07-13 08:00:00,31.34,24.62,94.1,61.37,628.671089586685
"93","POKE",2020-07-13 19:15:00,634.337798996945,2020-07-13 08:00:00,31.37,24.655625,94.1,74.97,634.337798996945
"94","POKE",2020-07-13 19:30:00,623.004380176426,2020-07-13 08:00:00,31.62,24.7625,94.1,73.49,623.004380176426
"95","POKE",2020-07-13 19:45:00,628.671089586685,2020-07-13 08:00:00,31.81,24.8725,94,54.34,628.671089586685
"96","POKE",2020-07-13 20:00:00,625.837734881556,2020-07-13 08:00:00,31.77,24.895,94,53.16,625.837734881556
"97","POKE",2020-07-13 20:15:00,625.837734881556,2020-07-13 08:00:00,31.92,24.883125,94,57.7,625.837734881556
"98","POKE",2020-07-13 20:30:00,628.671089586685,2020-07-13 08:00:00,32.02,24.950625,94,50.11,628.671089586685
"99","POKE",2020-07-13 20:45:00,614.504316061153,2020-07-13 08:00:00,32.62,25.00125,94,47.43,614.504316061153
"100","POKE",2020-07-13 21:00:00,608.837606650894,2020-07-13 08:00:00,33.07,25.0725,94,47.56,608.837606650894
