"","Site","DateTime","MeanDischarge","fDOM.RFU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1","POKE",2020-07-16 14:15:00,773.018639635469,32.96,25.155,95.7,19.99
"2","POKE",2020-07-16 14:30:00,776.360353337077,32.83,25.09125,95.7,29.42
"3","POKE",2020-07-16 14:45:00,769.676925933745,32.55,25.15625,95.6,56.97
"4","POKE",2020-07-16 15:00:00,787.649544987362,32.38,25.105,95.6,49.92
"5","POKE",2020-07-16 15:15:00,797.674686092301,32.57,25.126875,95.6,25.41
"6","POKE",2020-07-16 15:30:00,788.913595532766,32.83,25.125,95.6,17.83
"7","POKE",2020-07-16 15:45:00,782.23016812955,32.91,25.125,95.5,16.52
"8","POKE",2020-07-16 16:00:00,800.202787183167,32.92,25.1425,95.5,26.58
"9","POKE",2020-07-16 16:15:00,808.150265131786,33,25.14125,95.4,31.44
"10","POKE",2020-07-16 16:30:00,809.414315677248,33.23,25.186875,95.4,35.47
"11","POKE",2020-07-16 16:45:00,802.730888274033,33.39,25.224375,95.3,26.77
"12","POKE",2020-07-16 17:00:00,811.491978833394,33.44,25.201875,95.1,19.32
"13","POKE",2020-07-16 17:15:00,810.22792828799,33.32,25.29,95.1,20.46
"14","POKE",2020-07-16 17:30:00,814.833692535001,33.09,25.245625,95,18.88
"15","POKE",2020-07-16 17:45:00,806.07260197564,32.93,25.30125,95,20.85
"16","POKE",2020-07-16 18:00:00,807.336652521102,32.29,25.234375,95.1,23.02
"17","POKE",2020-07-16 18:15:00,814.833692535001,31.64,25.396875,95.1,22.16
"18","POKE",2020-07-16 18:30:00,826.122884185403,31.9,25.4,95.2,23.99
"19","POKE",2020-07-16 18:45:00,830.728648432472,31.63,25.4225,95.2,26.52
"20","POKE",2020-07-16 19:00:00,821.967557873053,31.31,25.4925,95.3,31.11
"21","POKE",2020-07-16 19:15:00,828.650985276268,31.25,25.45375,95.3,29.58
"22","POKE",2020-07-16 19:30:00,829.91503582173,31.35,25.466875,95.3,28.21
"23","POKE",2020-07-16 19:45:00,842.017840082815,31.52,25.444375,95.2,38.64
"24","POKE",2020-07-16 20:00:00,843.281890628277,31.03,25.49375,95.2,34.93
"25","POKE",2020-07-16 20:15:00,841.204227471957,31.08,25.534375,95.2,29.82
"26","POKE",2020-07-16 20:30:00,859.176846525574,31.39,25.541875,95.1,35.69
"27","POKE",2020-07-16 20:45:00,860.440897071036,31.73,25.585,95.1,29.19
"28","POKE",2020-07-16 21:00:00,859.176846525574,32.02,25.5575,95,23.3
"29","POKE",2020-07-16 21:15:00,857.912795980112,32.22,25.49625,95,23.67
"30","POKE",2020-07-16 21:30:00,862.518560227298,32.45,25.480625,94.9,25.16
"31","POKE",2020-07-16 21:45:00,870.466038175975,32.71,25.575625,94.8,31.83
"32","POKE",2020-07-16 22:00:00,862.968998161901,32.96,25.616875,94.8,28.08
"33","POKE",2020-07-16 22:15:00,865.860273928905,33.25,25.595625,94.8,23.18
"34","POKE",2020-07-16 22:30:00,850.415755966213,33.6,25.57375,94.8,25.7
"35","POKE",2020-07-16 22:45:00,862.518560227298,33.82,25.654375,94.7,27.96
"36","POKE",2020-07-16 23:00:00,852.493419122358,34.05,25.6425,94.7,34.88
"37","POKE",2020-07-16 23:15:00,852.493419122358,34.49,25.701875,94.7,27.06
"38","POKE",2020-07-16 23:30:00,865.046661318163,34.83,25.70875,94.6,29.96
"39","POKE",2020-07-16 23:45:00,855.021520213224,35.12,25.66125,94.6,33.77
"40","POKE",2020-07-17 00:00:00,859.627284460294,35.21,25.688125,94.6,25.36
"41","POKE",2020-07-17 00:15:00,855.021520213224,34.91,25.710625,94.6,29.58
"42","POKE",2020-07-17 00:30:00,849.602143355471,34.62,25.734375,94.6,28.51
"43","POKE",2020-07-17 00:45:00,849.151705420751,35.17,25.74875,94.7,26.65
"44","POKE",2020-07-17 01:00:00,857.099183369428,35.51,25.711875,94.7,23.03
"45","POKE",2020-07-17 01:15:00,841.204227471957,35.6,25.730625,94.8,20.82
"46","POKE",2020-07-17 01:30:00,844.996379108285,35.8,25.70375,94.9,23.69
"47","POKE",2020-07-17 01:45:00,841.654665406677,35.7,25.658125,95,23.77
"48","POKE",2020-07-17 02:00:00,828.287810600246,35.66,25.604375,95,30.95
"49","POKE",2020-07-17 02:15:00,841.654665406677,35.74,25.535625,95,32.84
"50","POKE",2020-07-17 02:30:00,842.918715952139,35.16,25.4575,95.1,26.94
"51","POKE",2020-07-17 02:45:00,839.577002250531,35.07,25.37375,95.1,24.99
"52","POKE",2020-07-17 03:00:00,837.499339094327,35.48,25.343125,95.1,29.12
"53","POKE",2020-07-17 03:15:00,842.105103341397,36.09,25.308125,95.2,25.08
"54","POKE",2020-07-17 03:30:00,839.577002250531,36.37,25.27375,95.2,19.15
"55","POKE",2020-07-17 03:45:00,828.73824853485,36.54,25.226875,95.2,21.44
"56","POKE",2020-07-17 04:00:00,848.788530744612,36.76,25.205625,95.2,23.68
"57","POKE",2020-07-17 04:15:00,846.710867588408,36.81,25.1775,95.2,19.94
"58","POKE",2020-07-17 04:30:00,830.002299080254,36.88,25.136875,95.2,19.89
"59","POKE",2020-07-17 04:45:00,826.660585378646,36.94,25.066875,95.2,28.43
"60","POKE",2020-07-17 05:00:00,828.73824853485,36.96,25.063125,95.2,24.94
"61","POKE",2020-07-17 05:15:00,817.449056884565,36.54,25.04,95.2,19.83
"62","POKE",2020-07-17 05:30:00,835.421675938182,36.37,25.00875,95.1,19.35
"63","POKE",2020-07-17 05:45:00,824.13248428778,36.34,25.000625,95.1,23.58
"64","POKE",2020-07-17 06:00:00,809.952016870491,36.25,24.935,95.2,21.67
"65","POKE",2020-07-17 06:15:00,821.241208520893,36.19,24.96875,95.3,18.16
"66","POKE",2020-07-17 06:30:00,829.18868646957,36.41,24.84125,95.5,39.93
"67","POKE",2020-07-17 06:45:00,838.400214963767,36.64,24.79375,95.6,34.55
"68","POKE",2020-07-17 07:00:00,818.349932754005,36.65,24.871875,95.5,21.79
"69","POKE",2020-07-17 07:15:00,816.272269597684,36.67,24.85,95.5,18.04
"70","POKE",2020-07-17 07:30:00,816.272269597684,36.79,24.746875,95.5,16.75
"71","POKE",2020-07-17 07:45:00,810.852892739931,36.83,24.67875,95.5,19.79
"72","POKE",2020-07-17 08:00:00,820.064421234012,36.91,24.639375,95.5,20.07
"73","POKE",2020-07-17 08:15:00,834.695326586021,37.09,24.708125,95.5,18.44
"74","POKE",2020-07-17 08:30:00,824.670185481198,37.33,24.653125,95.5,28.97
"75","POKE",2020-07-17 08:45:00,825.934236026602,37.19,24.616875,95.4,30.71
"76","POKE",2020-07-17 09:00:00,815.909094921662,36.9,24.59125,95.3,22.44
"77","POKE",2020-07-17 09:15:00,818.437196012528,36.92,24.609375,95.2,21.41
"78","POKE",2020-07-17 09:30:00,813.017819154775,36.7,24.611875,95.3,21.32
"79","POKE",2020-07-17 09:45:00,818.437196012528,36.72,24.62125,95.4,21.27
"80","POKE",2020-07-17 10:00:00,823.042960259598,36.63,24.47375,95.4,19.36
"81","POKE",2020-07-17 10:15:00,822.229347648856,36.58,24.523125,95.4,19.73
"82","POKE",2020-07-17 10:30:00,815.54592024564,36.5,24.57375,95.4,22.45
"83","POKE",2020-07-17 10:45:00,816.809970791102,36.19,24.405,95.4,24.05
"84","POKE",2020-07-17 11:00:00,813.468257089495,35.7,24.430625,95.3,25.33
"85","POKE",2020-07-17 11:15:00,818.887633947248,35.29,24.366875,95.3,28.46
"86","POKE",2020-07-17 11:30:00,820.15168449271,34.84,24.2675,95.3,28.22
"87","POKE",2020-07-17 11:45:00,820.15168449271,34.45,24.329375,95.3,24.2
"88","POKE",2020-07-17 12:00:00,820.15168449271,34.25,24.3046666666667,95.2,32.69
"89","POKE",2020-07-17 12:15:00,815.99635818036,33.9,24.3993333333333,95.2,29.97
"90","POKE",2020-07-17 12:30:00,819.338071881968,33.89,24.494,95.1,23.14
"91","POKE",2020-07-17 12:45:00,827.285549830645,34.15,24.452,95,26.16
"92","POKE",2020-07-17 13:00:00,815.99635818036,34.24,24.4633333333333,95,28.65
"93","POKE",2020-07-17 13:15:00,815.99635818036,34.19,24.4893333333333,95,26.56
"94","POKE",2020-07-17 13:30:00,815.182745569502,34.12,24.4526666666667,94.9,24.12
"95","POKE",2020-07-17 13:45:00,809.312930777029,33.91,24.494,94.9,26.78
"96","POKE",2020-07-17 14:00:00,813.105082413356,33.75,24.492,94.8,24.72
"97","POKE",2020-07-17 14:15:00,821.866172972834,33.74,24.57625,94.8,25.92
"98","POKE",2020-07-17 14:30:00,829.813650921511,33.78,24.544375,94.7,28.94
"99","POKE",2020-07-17 14:45:00,816.446796114964,33.76,24.64,94.6,29.57
