"","Site","DateTime","MeanDischarge","fDOM.RFU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1","POKE",2020-08-23 16:15:00,920.025799223804,32.03,29.054,99.6,4.47
"2","POKE",2020-08-23 16:30:00,924.631563470874,32.03,29.102,99.6,4.512
"3","POKE",2020-08-23 16:45:00,923.817950860132,32.09,29.122,99.6,4.331
"4","POKE",2020-08-23 17:00:00,931.314990874205,32.13,29.1706666666667,99.5,4.411
"5","POKE",2020-08-23 17:15:00,943.868233069894,32.06,29.2206666666667,99.5,4.506
"6","POKE",2020-08-23 17:30:00,948.02355938236,31.99,29.232,99.5,4.494
"7","POKE",2020-08-23 17:45:00,957.235087876441,32,29.3,99.5,4.474
"8","POKE",2020-08-23 18:00:00,957.235087876441,32.05,29.3626666666667,99.5,4.492
"9","POKE",2020-08-23 18:15:00,955.157424720295,32.12,29.386,99.4,4.544
"10","POKE",2020-08-23 18:30:00,964.368953214376,32.18,29.4313333333333,99.4,4.554
"11","POKE",2020-08-23 18:45:00,966.44661637058,32.27,29.4466666666667,99.4,4.55
"12","POKE",2020-08-23 19:00:00,1017.82225079887,32.35,29.476,99.3,4.622
"13","POKE",2020-08-23 19:15:00,1029.9250550599,32.47,29.52,99.3,5.985
"14","POKE",2020-08-23 19:30:00,1031.1891056053,32.4,29.5686666666667,99.3,5.107
"15","POKE",2020-08-23 19:45:00,1034.08038137236,32.58,29.578,99.3,4.016
"16","POKE",2020-08-23 20:00:00,1036.15804452851,32.87,29.618,99.3,4.277
"17","POKE",2020-08-23 20:15:00,1047.44723617879,32.96,29.6553333333333,99.2,5.139
"18","POKE",2020-08-23 20:30:00,1046.18318563333,32.96,29.656,99.3,5.152
"19","POKE",2020-08-23 20:45:00,1056.20832673827,33.12,29.6566666666667,99.3,5.033
"20","POKE",2020-08-23 21:00:00,1044.91913508787,33.28,29.7073333333333,99.3,5.618
"21","POKE",2020-08-23 21:15:00,1053.6802256474,33.35,29.7113333333333,99.2,5.406
"22","POKE",2020-08-23 21:30:00,1056.57150141429,33.45,29.714,99.2,5.245
"23","POKE",2020-08-23 21:45:00,1046.54636030947,33.58,29.7366666666667,99.1,5.376
"24","POKE",2020-08-23 22:00:00,1055.75788880355,33.64,29.7573333333333,99.1,5.213
"25","POKE",2020-08-23 22:15:00,1049.88807401108,33.84,29.756,99.1,5.184
"26","POKE",2020-08-23 22:30:00,1045.28230976406,34.05,29.758,99.1,5.24
"27","POKE",2020-08-23 22:45:00,1038.59888236073,34.24,29.7646666666667,99.1,5.222
"28","POKE",2020-08-23 23:00:00,1055.30745086889,34.38,29.7593333333333,99.1,5.234
"29","POKE",2020-08-23 23:15:00,1042.75420867314,34.46,29.7046666666667,99.2,5.154
"30","POKE",2020-08-23 23:30:00,1040.67654551688,34.6,29.7073333333333,99.2,5.299
"31","POKE",2020-08-23 23:45:00,1032.7290675682,34.69,29.6246666666667,99.2,5.255
"32","POKE",2020-08-24 00:00:00,1033.54268017894,34.73,29.5853333333333,99.3,5.279
"33","POKE",2020-08-24 00:15:00,1031.01457908808,34.78,29.5213333333333,99.3,5.619
"34","POKE",2020-08-24 00:30:00,1027.67286538647,34.82,29.548,99.4,5.457
"35","POKE",2020-08-24 00:45:00,1025.1447642956,34.88,29.494,99.5,5.186
"36","POKE",2020-08-24 01:00:00,1016.38367373619,34.9,29.4653333333333,99.5,5.754
"37","POKE",2020-08-24 01:15:00,1015.93323580152,34.89,29.4353333333333,99.6,5.556
"38","POKE",2020-08-24 01:30:00,1012.59152209992,34.93,29.3973333333333,99.6,5.186
"39","POKE",2020-08-24 01:45:00,1014.66918525606,35.02,29.3673333333333,99.7,5.7
"40","POKE",2020-08-24 02:00:00,1012.1410841652,34.96,29.366,99.7,5.671
"41","POKE",2020-08-24 02:15:00,1000.85189251479,34.97,29.298,99.8,5.304
"42","POKE",2020-08-24 02:30:00,1007.08488198346,35.04,29.2926666666667,99.8,5.501
"43","POKE",2020-08-24 02:45:00,998.323791423987,35.07,29.2473333333333,99.9,5.463
"44","POKE",2020-08-24 03:00:00,1005.00721882732,35,29.1806666666667,100,5.155
"45","POKE",2020-08-24 03:15:00,999.137404034671,34.99,29.1346666666667,100,5.833
"46","POKE",2020-08-24 03:30:00,991.189926085994,34.88,29.0786666666667,100.1,7.185
"47","POKE",2020-08-24 03:45:00,995.345252398343,34.65,29.05,100.1,6.634
"48","POKE",2020-08-24 04:00:00,997.422915554664,34.76,28.9846666666667,100.2,5.878
"49","POKE",2020-08-24 04:15:00,987.397774449724,34.87,28.9186666666667,100.2,6.528
"50","POKE",2020-08-24 04:30:00,980.714347046509,34.77,28.8646666666667,100.2,6.534
"51","POKE",2020-08-24 04:45:00,972.766869097715,34.79,28.7373333333333,100.3,5.738
"52","POKE",2020-08-24 05:00:00,979.450296501047,34.95,28.6566666666667,100.3,5.221
"53","POKE",2020-08-24 05:15:00,971.502818552312,34.99,28.5653333333333,100.4,5.345
"54","POKE",2020-08-24 05:30:00,976.108582799439,34.99,28.4486666666667,100.4,5.767
"55","POKE",2020-08-24 05:45:00,973.580481708574,34.87,28.3926666666667,100.5,7.285
"56","POKE",2020-08-24 06:00:00,971.502818552312,34.45,28.2833333333333,100.5,7.072
"57","POKE",2020-08-24 06:15:00,963.555340603634,34.53,28.2333333333333,100.6,6.667
"58","POKE",2020-08-24 06:30:00,968.161104850704,34.64,28.1266666666667,100.6,6.135
"59","POKE",2020-08-24 06:45:00,968.161104850704,34.75,28.0326666666667,100.6,5.471
"60","POKE",2020-08-24 07:00:00,964.368953214376,34.95,27.91,100.7,5.34
"61","POKE",2020-08-24 07:15:00,963.104902668972,35.03,27.814,100.7,5.087
"62","POKE",2020-08-24 07:30:00,956.421475265757,35.04,27.7393333333333,100.7,5.605
"63","POKE",2020-08-24 07:45:00,957.685525811161,34.97,27.694,100.7,6.472
"64","POKE",2020-08-24 08:00:00,959.763188967365,34.82,27.6386666666667,100.6,6.051
"65","POKE",2020-08-24 08:15:00,961.027239512769,34.89,27.5633333333333,100.6,5.682
"66","POKE",2020-08-24 08:30:00,955.157424720295,35.09,27.5106666666667,100.6,6.24
"67","POKE",2020-08-24 08:45:00,943.05462045921,35.19,27.4373333333333,100.6,7.15
"68","POKE",2020-08-24 09:00:00,955.157424720295,35.17,27.3746666666667,100.5,7.683
"69","POKE",2020-08-24 09:15:00,947.209946771618,35.19,27.332,100.5,8.83
"70","POKE",2020-08-24 09:30:00,940.526519368286,35.12,27.2546666666667,100.4,9.89
"71","POKE",2020-08-24 09:45:00,940.526519368286,35.01,27.2033333333333,100.4,9.69
"72","POKE",2020-08-24 10:00:00,927.159664561739,34.94,27.178,100.3,9.58
"73","POKE",2020-08-24 10:15:00,930.501378263463,34.87,27.1253333333333,100.3,9.94
"74","POKE",2020-08-24 10:30:00,945.945896226156,34.81,27.096,100.3,9.83
"75","POKE",2020-08-24 10:45:00,936.734367731959,34.69,27.1106666666667,100.2,9.63
"76","POKE",2020-08-24 11:00:00,925.445176081732,34.54,27.0933333333333,100.2,9.28
"77","POKE",2020-08-24 11:15:00,930.864552939485,34.32,27.0733333333333,100.1,9.38
"78","POKE",2020-08-24 11:30:00,929.600502394082,34.11,27.078,100,9.47
"79","POKE",2020-08-24 11:45:00,926.258788692474,34.13,27.0573333333333,100,9.72
"80","POKE",2020-08-24 12:00:00,922.917074990866,33.87,27.0233333333333,99.9,10.62
"81","POKE",2020-08-24 12:15:00,922.917074990866,33.66,27.0173333333333,99.8,11.23
"82","POKE",2020-08-24 12:30:00,927.072401303158,33.53,27.048,99.8,10.71
"83","POKE",2020-08-24 12:45:00,917.047260198218,33.38,27.0406666666667,99.7,10.07
"84","POKE",2020-08-24 13:00:00,924.54430021235,33.18,27.0173333333333,99.6,9.85
"85","POKE",2020-08-24 13:15:00,928.33645184862,33.01,27.0726666666667,99.6,9.66
"86","POKE",2020-08-24 13:30:00,927.072401303158,32.91,27.0873333333333,99.6,9.79
"87","POKE",2020-08-24 13:45:00,912.441495951207,32.83,27.1033333333333,99.5,10.08
"88","POKE",2020-08-24 14:00:00,921.202586510743,32.81,27.1446666666667,99.5,9.94
