"","Site","DateTime","MeanDischarge","fDOM.RFU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1","POKE",2020-06-18 22:30:00,436.811971241317,26.79,28.5306666666667,107.4,14.5
"2","POKE",2020-06-18 22:45:00,518.00123920833,26.91,28.5113333333333,107.4,15
"3","POKE",2020-06-18 23:00:00,551.868814159243,26.98,28.4753333333333,107.4,17.64
"4","POKE",2020-06-18 23:15:00,595.761530215095,27.02,28.4906666666667,107.4,18.16
"5","POKE",2020-06-18 23:30:00,630.079543100786,27.16,28.4506666666667,107.4,15.56
"6","POKE",2020-06-18 23:45:00,639.741509529587,27.41,28.4493333333333,107.4,14.63
"7","POKE",2020-06-19 00:00:00,671.531421324296,27.63,28.418,107.3,13.7
"8","POKE",2020-06-19 00:15:00,691.218528858095,27.85,28.3793333333333,107.1,13.71
"9","POKE",2020-06-19 00:30:00,734.297632303147,27.84,28.3766666666667,107,13.68
"10","POKE",2020-06-19 00:45:00,771.957358890388,27.61,28.3146666666667,107,17.45
"11","POKE",2020-06-19 01:00:00,804.197708619933,27.37,28.2786666666667,107.1,18.44
"12","POKE",2020-06-19 01:15:00,849.804913155793,27.41,28.2733333333333,107.1,17.09
"13","POKE",2020-06-19 01:30:00,995.809811974701,27.3,28.2773333333333,107.1,17.42
"14","POKE",2020-06-19 01:45:00,1061.55456197908,27.09,28.292,107.1,18.04
"15","POKE",2020-06-19 02:00:00,1125.58482350333,27.4,28.2106666666667,107.1,17.34
"16","POKE",2020-06-19 02:15:00,1180.49081979197,27.82,28.2,107.1,18.7
"17","POKE",2020-06-19 02:30:00,1280.55358268198,27.72,28.176,107.1,20.17
"18","POKE",2020-06-19 02:45:00,1329.41523766099,27.6,28.196,107.2,18.57
"19","POKE",2020-06-19 03:00:00,1412.85669530142,27.76,28.1066666666667,107.2,17.16
"20","POKE",2020-06-19 03:15:00,1477.33739476028,27.79,28.0973333333333,107.3,21
