"","Site","DateTime","MeanDischarge","fDOM.RFU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1","POKE",2020-08-02 14:15:00,1014.68330689764,42.67,30.3326666666667,91.9,35.95
"2","POKE",2020-08-02 14:30:00,1032.29275127518,42.55,30.416,91.9,32.9
"3","POKE",2020-08-02 14:45:00,1035.27129030065,42.95,30.4553333333333,91.8,26.14
"4","POKE",2020-08-02 15:00:00,1044.48281879484,43.52,30.4753333333333,91.7,30.69
"5","POKE",2020-08-02 15:15:00,1057.03606099053,43.8,30.5193333333333,91.6,31.74
"6","POKE",2020-08-02 15:30:00,1061.6418252376,44.15,30.596,91.6,26.71
"7","POKE",2020-08-02 15:45:00,1062.90587578301,44.43,30.6613333333333,91.5,21.9
"8","POKE",2020-08-02 16:00:00,1098.0375012795,44.8,30.7433333333333,91.4,20.82
"9","POKE",2020-08-02 16:15:00,1107.6994677083,45.25,30.8526666666667,91.4,28.53
"10","POKE",2020-08-02 16:30:00,1129.46423839818,45.92,30.8873333333333,91.4,31.02
"11","POKE",2020-08-02 16:45:00,1148.70090799726,46.1,30.994,91.3,31.29
"12","POKE",2020-08-02 17:00:00,1186.81107251911,45.48,30.9973333333333,91.2,26.09
"13","POKE",2020-08-02 17:15:00,1221.21634866355,45.64,31.1426666666667,91.2,18.56
"14","POKE",2020-08-02 17:30:00,1265.55950265395,46.24,31.1773333333333,91.1,17.89
"15","POKE",2020-08-02 17:45:00,1320.82867361873,46.53,31.2546666666667,91,21.78
"16","POKE",2020-08-02 18:00:00,1368.15036663489,46.98,31.3233333333333,91,23.18
"17","POKE",2020-08-02 18:15:00,1448.97645992588,47.35,31.4093333333333,91,24.32
"18","POKE",2020-08-02 18:30:00,1530.61616582761,47.59,31.4793333333333,91,27.46
"19","POKE",2020-08-02 18:45:00,1622.73145076883,48,31.566,90.9,21.85
"20","POKE",2020-08-02 19:00:00,1705.63520721614,48.31,31.6553333333333,90.9,15.27
"21","POKE",2020-08-02 19:15:00,1792.78155323421,48.28,31.6706666666667,90.9,14.31
"22","POKE",2020-08-02 19:30:00,1921.29251421732,48.45,31.7893333333333,90.8,16.4
"23","POKE",2020-08-02 19:45:00,2019.36487720977,48.89,31.8233333333333,90.8,16.54
"24","POKE",2020-08-02 20:00:00,2145.79817503673,48.83,31.8486666666667,90.7,18.02
"25","POKE",2020-08-02 20:15:00,2287.67599082645,48.74,31.954,90.7,17.45
"26","POKE",2020-08-02 20:30:00,2413.74611397728,49.12,31.9993333333333,90.6,14.05
"27","POKE",2020-08-02 20:45:00,2543.60838876455,49.28,32.0453333333333,90.6,15.96
"28","POKE",2020-08-02 21:00:00,2682.59492878721,49.49,32.0793333333333,90.6,17.03
"29","POKE",2020-08-02 21:15:00,2857.25079549971,49.45,32.1173333333333,90.5,17.12
"30","POKE",2020-08-02 21:30:00,3007.97696510737,49.71,32.132,90.5,14.66
"31","POKE",2020-08-02 21:45:00,3141.99456620694,50.27,32.1546666666667,90.5,15.08
"32","POKE",2020-08-02 22:00:00,3277.18895459332,50.69,32.23,90.5,14.14
"33","POKE",2020-08-02 22:15:00,3432.97132638283,50.82,32.1873333333333,90.5,15.12
"34","POKE",2020-08-02 22:30:00,3568.61615270388,51.03,32.2113333333333,90.5,15.47
"35","POKE",2020-08-02 22:45:00,3698.84160216717,51.32,32.1666666666667,90.5,14.3
"36","POKE",2020-08-02 23:00:00,3803.59739256284,51.43,32.152,90.5,12.19
"37","POKE",2020-08-02 23:15:00,3914.13573449251,51.49,32.1053333333333,90.6,13.25
"38","POKE",2020-08-02 23:30:00,4034.33604285074,51.47,32.1266666666667,90.6,13.79
"39","POKE",2020-08-02 23:45:00,4112.18359711615,51.46,32.0393333333333,90.7,13.96
"40","POKE",2020-08-03 00:00:00,4183.79816191306,51.57,32.034,90.7,14.09
"41","POKE",2020-08-03 00:15:00,4280.96964903618,51.74,31.8753333333333,90.8,13.29
"42","POKE",2020-08-03 00:30:00,4323.59831454657,51.93,31.8293333333333,90.8,12.27
"43","POKE",2020-08-03 00:45:00,4367.57829386101,52.23,31.6526666666667,90.8,12.57
"44","POKE",2020-08-03 01:00:00,4387.71583932929,52.32,31.4473333333333,90.9,13
"45","POKE",2020-08-03 01:15:00,4424.02425211261,52.02,31.198,90.9,13.98
"46","POKE",2020-08-03 01:30:00,4458.0663535808,51.8,30.9786666666667,91,13.74
"47","POKE",2020-08-03 01:45:00,4505.3880465969,51.88,30.748,91,13.06
"48","POKE",2020-08-03 02:00:00,4547.20309949655,51.82,30.403125,91.1,12.72
"49","POKE",2020-08-03 02:15:00,4549.73120058741,51.8,30,91.2,13.94
"50","POKE",2020-08-03 02:30:00,4575.28812291368,51.42,29.556875,91.2,14.61
"51","POKE",2020-08-03 02:45:00,4538.89244687173,51.23,29.055,91.3,13.88
"52","POKE",2020-08-03 03:00:00,4559.75634169235,51.34,28.615625,91.4,12.44
"53","POKE",2020-08-03 03:15:00,4557.22824060149,51.35,28.4225,91.5,11.94
"54","POKE",2020-08-03 03:30:00,4561.02039223781,51.36,27.9025,91.5,12.61
"55","POKE",2020-08-03 03:45:00,4520.91982781829,51.2,27.609375,91.6,13.53
"56","POKE",2020-08-03 04:00:00,4491.93392853177,50.92,27.010625,91.6,13.32
"57","POKE",2020-08-03 04:15:00,4499.51823180442,50.73,27.14375,91.7,13.51
"58","POKE",2020-08-03 04:30:00,4458.42952825694,50.71,26.570625,91.7,13.2
"59","POKE",2020-08-03 04:45:00,4432.05899331992,50.65,26.203125,91.8,12.46
"60","POKE",2020-08-03 05:00:00,4408.12929621519,50.58,26.011875,91.9,13.07
"61","POKE",2020-08-03 05:15:00,4407.94064805633,50.31,25.59875,91.9,13.86
"62","POKE",2020-08-03 05:30:00,4356.73954014538,50.17,25.544375,91.9,14.03
"63","POKE",2020-08-03 05:45:00,4331.63305575389,49.91,25.180625,92,13.81
"64","POKE",2020-08-03 06:00:00,4292.62201536261,49.83,24.89,92.1,13.57
"65","POKE",2020-08-03 06:15:00,4243.67309712502,49.88,24.798125,92.1,12.76
"66","POKE",2020-08-03 06:30:00,4231.11985492916,50.05,24.56375,92.1,12.94
"67","POKE",2020-08-03 06:45:00,4182.17093669157,50.17,24.514375,92.2,13.29
"68","POKE",2020-08-03 07:00:00,4126.9017657268,50.07,24.3675,92.2,13.39
"69","POKE",2020-08-03 07:15:00,4078.31602216524,50.06,24.446875,92.2,18.02
