"","Site","DateTime","MeanDischarge","fDOM.RFU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1","POKE",2020-08-24 21:15:00,909.37569366704,36.28,28.5633333333333,98.7,5.179
"2","POKE",2020-08-24 21:30:00,913.981457914109,36.31,28.5706666666667,98.7,5.219
"3","POKE",2020-08-24 21:45:00,910.639744212502,36.41,28.6246666666667,98.8,5.117
"4","POKE",2020-08-24 22:00:00,916.959996939695,36.56,28.6406666666667,98.8,5.034
"5","POKE",2020-08-24 22:15:00,938.274329694861,36.65,28.682,98.8,5.034
"6","POKE",2020-08-24 22:30:00,942.429656007211,36.7,28.718,98.8,4.705
"7","POKE",2020-08-24 22:45:00,951.641184501408,36.83,28.7193333333333,98.9,4.93
"8","POKE",2020-08-24 23:00:00,963.743988762435,36.93,28.786,98.9,5.698
"9","POKE",2020-08-24 23:15:00,975.033180412778,36.87,28.7906666666667,98.9,6.163
"10","POKE",2020-08-24 23:30:00,986.322372063063,36.79,28.8373333333333,98.9,6.326
"11","POKE",2020-08-24 23:45:00,986.322372063063,36.87,28.84,99,6.328
"12","POKE",2020-08-25 00:00:00,996.797951102722,36.93,28.834,99,6.294
"13","POKE",2020-08-25 00:15:00,1006.91035546619,36.97,28.8673333333333,99,6.033
"14","POKE",2020-08-25 00:30:00,1012.41699558264,37.08,28.8453333333333,99.1,5.92
"15","POKE",2020-08-25 00:45:00,1012.41699558264,37.16,28.872,99.1,6.283
"16","POKE",2020-08-25 01:00:00,1022.44213668746,37.16,28.8626666666667,99.2,6.309
"17","POKE",2020-08-25 01:15:00,1009.88889449183,37.17,28.8326666666667,99.2,6.019
"18","POKE",2020-08-25 01:30:00,1012.41699558264,37.23,28.8153333333333,99.3,6.328
"19","POKE",2020-08-25 01:45:00,1013.23060819344,37.18,28.8273333333333,99.3,6.819
"20","POKE",2020-08-25 02:00:00,1032.4672777924,37.05,28.83,99.4,6.225
"21","POKE",2020-08-25 02:15:00,1016.57232189504,37.26,28.7913333333333,99.4,5.939
"22","POKE",2020-08-25 02:30:00,1039.15070519561,37.29,28.806,99.5,6.708
"23","POKE",2020-08-25 02:45:00,1032.4672777924,37.24,28.7746666666667,99.6,7.148
"24","POKE",2020-08-25 03:00:00,1055.04566109309,37.07,28.7606666666667,99.6,6.245
"25","POKE",2020-08-25 03:15:00,1051.70394739136,37.14,28.7213333333333,99.7,5.875
"26","POKE",2020-08-25 03:30:00,1066.33485274331,37.31,28.7046666666667,99.7,6.417
