"","Site","DateTime","MeanDischarge","fDOM.RFU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1","POKE",2020-06-20 00:15:00,1228.17568748409,70.03,26.734375,79.33,101.9
"2","POKE",2020-06-20 00:30:00,1197.19938830024,71.33,26.783125,79.16,91
"3","POKE",2020-06-20 00:45:00,1217.70010844455,72.54,26.861875,79.03,88.6
"4","POKE",2020-06-20 01:00:00,1240.81619293848,73.99,26.803125,78.89,71.8
"5","POKE",2020-06-20 01:15:00,1277.21186898038,74.85,26.88,78.75,82.1
"6","POKE",2020-06-20 01:30:00,1298.61346499412,74.05,26.9275,78.51,91.1
"7","POKE",2020-06-20 01:45:00,1332.93147787987,70.01,26.91,78.39,91.3
"8","POKE",2020-06-20 02:00:00,1342.1430063739,68.5,26.955,78.46,81.8
"9","POKE",2020-06-20 02:15:00,1393.1695877678,70.25,27.030625,78.51,74.91
"10","POKE",2020-06-20 02:30:00,1406.98688050895,72.66,27.06125,78.53,74.88
"11","POKE",2020-06-20 02:45:00,1402.83155419648,74.5,27.04875,78.6,61.98
"12","POKE",2020-06-20 03:00:00,1427.12442597729,76.25,27.1225,78.69,56.64
"13","POKE",2020-06-20 03:15:00,1489.0770243454,77.19,27.1225,78.74,55.03
"14","POKE",2020-06-20 03:30:00,1513.36989612604,77.62,27.071875,78.82,56
"15","POKE",2020-06-20 03:45:00,1548.13834694645,78.67,27.16625,78.85,56.53
"16","POKE",2020-06-20 04:00:00,1581.19230928662,78.21,27.13,78.93,44.82
"17","POKE",2020-06-20 04:15:00,1607.65010748227,78.87,27.1825,79.02,39.08
"18","POKE",2020-06-20 04:30:00,1650.72921092727,79.22,27.239375,79.09,37.17
"19","POKE",2020-06-20 04:45:00,1677.09974586422,79.54,27.185,79.16,39.01
"20","POKE",2020-06-20 05:00:00,1706.8119945029,79.95,27.26875,79.28,37.18
"21","POKE",2020-06-20 05:15:00,1760.00350231136,80.4,27.226875,79.41,34.63
"22","POKE",2020-06-20 05:30:00,1771.74313189648,80.3,27.300625,79.51,38.37
