"","Site","DateTime","MeanDischarge","fDOM.RFU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"59","POKE",2020-09-09 12:30:00,1998.3572325643,68.92,27.27,97.9,4.241
"60","POKE",2020-09-09 12:45:00,1995.4659567973,69.02,27.272,97.9,4.026
"61","POKE",2020-09-09 13:00:00,1985.44081569248,69.22,27.2226666666667,97.9,4.156
"62","POKE",2020-09-09 13:15:00,1999.25810843357,69.37,27.2433333333333,97.9,4.18
"63","POKE",2020-09-09 13:30:00,1999.25810843357,69.24,27.2406666666667,97.8,4.206
"64","POKE",2020-09-09 13:45:00,2005.12792322622,69,27.246,97.8,4.208
"65","POKE",2020-09-09 14:00:00,2008.55690018646,68.95,27.2806666666667,97.8,3.917
"66","POKE",2020-09-09 14:15:00,2000.07172104443,69.02,27.2266666666667,97.7,3.889
"67","POKE",2020-09-09 14:30:00,2015.6035022657,69.03,27.246,97.7,3.948
"68","POKE",2020-09-09 14:45:00,2003.86387268075,68.86,27.278,97.7,4.052
"69","POKE",2020-09-09 15:00:00,2006.39197377162,68.74,27.2526666666667,97.7,3.907
"70","POKE",2020-09-09 15:15:00,2008.10646225163,68.68,27.2273333333333,97.6,3.959
"71","POKE",2020-09-09 15:30:00,1999.70854636841,68.71,27.2633333333333,97.6,4.674
"72","POKE",2020-09-09 15:45:00,1995.10278212139,68.77,27.2426666666667,97.5,4.498
"73","POKE",2020-09-09 16:00:00,1998.444495823,68.71,27.2466666666667,97.5,4.252
"74","POKE",2020-09-09 16:15:00,1983.81359047099,68.5,27.2553333333333,97.4,4.477
"75","POKE",2020-09-09 16:30:00,1976.67972513294,68.31,27.2746666666667,97.4,4.582
"76","POKE",2020-09-09 16:45:00,1970.80991034058,68.37,27.2213333333333,97.3,4.369
"77","POKE",2020-09-09 17:00:00,1960.33433130092,68.48,27.1946666666667,97.2,4.22
"78","POKE",2020-09-09 17:15:00,1962.86243239179,68.57,27.2273333333333,97.1,4.495
"79","POKE",2020-09-09 17:30:00,1946.96747649449,68.69,27.1933333333333,97.1,4.698
"80","POKE",2020-09-09 17:45:00,1932.33657114254,68.88,27.1413333333333,97,5.021
"81","POKE",2020-09-09 18:00:00,1938.56956061115,69.06,27.098,96.9,4.925
"82","POKE",2020-09-09 18:15:00,1946.51703855966,69.11,27.1146666666667,96.9,4.84
"83","POKE",2020-09-09 18:30:00,1931.88613320782,69.28,27.0973333333333,96.8,5.297
"84","POKE",2020-09-09 18:45:00,1912.19902567408,69.45,27.0666666666667,96.7,5.335
"85","POKE",2020-09-09 19:00:00,1916.80478992127,69.64,27.054,96.7,4.945
"86","POKE",2020-09-09 19:15:00,1905.51559827087,69.93,27.076,96.6,4.762
"87","POKE",2020-09-09 19:30:00,1900.54665934778,70.17,27.016,96.6,4.959
"88","POKE",2020-09-09 19:45:00,1898.83217086754,70.34,27.058,96.5,5.758
"89","POKE",2020-09-09 20:00:00,1897.20494564605,70.48,27.058,96.4,5.865
"90","POKE",2020-09-09 20:15:00,1892.96235607518,70.49,26.9866666666667,96.4,6.304
"91","POKE",2020-09-09 20:30:00,1869.57036016369,70.63,27.058,96.3,6.242
"92","POKE",2020-09-09 20:45:00,1880.40911387937,70.89,27.0406666666667,96.2,6.534
"93","POKE",2020-09-09 21:00:00,1882.1236023595,71.01,27.0166666666667,96.2,7.516
"94","POKE",2020-09-09 21:15:00,1864.5141579819,70.8,27.0513333333333,96.1,7.729
"95","POKE",2020-09-09 21:30:00,1844.46387577214,70.9,27.064,96,7.214
"96","POKE",2020-09-09 21:45:00,1843.56299990276,71.24,27.1046666666667,96,7.454
"97","POKE",2020-09-09 22:00:00,1839.85811152513,71.55,27.1273333333333,95.9,7.268
"98","POKE",2020-09-09 22:15:00,1844.82705044822,71.79,27.172,95.8,7.448
"99","POKE",2020-09-09 22:30:00,1838.14362304501,72.05,27.1586666666667,95.7,8.46
"100","POKE",2020-09-09 22:45:00,1837.33001043421,72.12,27.1506666666667,95.7,9.13
"101","POKE",2020-09-09 23:00:00,1823.06227975828,71.98,27.204,95.5,8.89
"102","POKE",2020-09-09 23:15:00,1813.93801452284,72.16,27.1653333333333,95.4,9.2
"103","POKE",2020-09-09 23:30:00,1810.50903756259,72.21,27.23,95.3,9.77
"104","POKE",2020-09-09 23:45:00,1801.74794700311,72.36,27.23,95.2,9.89
"105","POKE",2020-09-10 00:00:00,1783.32489001489,72.62,27.3413333333333,95.1,10.57
"106","POKE",2020-09-10 00:15:00,1784.13850262563,72.72,27.2893333333333,95,10.7
"107","POKE",2020-09-10 00:30:00,1793.35003111971,73.02,27.294,94.9,11.26
"108","POKE",2020-09-10 00:45:00,1776.55419935304,73.13,27.2886666666667,94.8,12.72
"109","POKE",2020-09-10 01:00:00,1779.53273837862,72.75,27.3233333333333,94.7,12.96
"110","POKE",2020-09-10 01:15:00,1764.45139509189,72.97,27.36,94.5,12.18
"111","POKE",2020-09-10 01:30:00,1758.58158029953,73.68,27.2926666666667,94.4,11.49
"112","POKE",2020-09-10 01:45:00,1761.47285606631,74.16,27.368,94.3,11.53
"113","POKE",2020-09-10 02:00:00,1740.972135922,74.54,27.378,94.2,12.27
"114","POKE",2020-09-10 02:15:00,1774.83971087297,74.88,27.362,94.1,12.85
"115","POKE",2020-09-10 02:30:00,1748.91961387062,74.74,27.3013333333333,94,12.76
"116","POKE",2020-09-10 02:45:00,1753.07494018297,74.84,27.362,93.9,12.35
"117","POKE",2020-09-10 03:00:00,1753.07494018297,75.35,27.384,93.7,12
"118","POKE",2020-09-10 03:15:00,1746.39151277975,75.92,27.3733333333333,93.7,11.45
"119","POKE",2020-09-10 03:30:00,1757.23026649543,76.36,27.4,93.6,11.9
"120","POKE",2020-09-10 03:45:00,1747.65556332521,76.38,27.4206666666667,93.5,12.71
"121","POKE",2020-09-10 04:00:00,1737.17998428567,76.34,27.3953333333333,93.4,13.04
"122","POKE",2020-09-10 04:15:00,1728.41889372625,76.52,27.4753333333333,93.2,12.42
"123","POKE",2020-09-10 04:30:00,1726.70440524601,76.82,27.488,93.1,11.72
"124","POKE",2020-09-10 04:45:00,1719.20736523205,77.22,27.474,93.1,12.6
"125","POKE",2020-09-10 05:00:00,1724.62674208998,77.38,27.592,93,12.99
"126","POKE",2020-09-10 05:15:00,1712.07349989412,77.55,27.5673333333333,92.9,12.78
"127","POKE",2020-09-10 05:30:00,1704.5764598801,77.78,27.6326666666667,92.8,12.86
"128","POKE",2020-09-10 05:45:00,1712.07349989412,77.84,27.6726666666667,92.7,11.85
"129","POKE",2020-09-10 06:00:00,1702.04835878918,78.26,27.6973333333333,92.6,11.63
"130","POKE",2020-09-10 06:15:00,1686.96701550263,78.63,27.7466666666667,92.5,11.45
"131","POKE",2020-09-10 06:30:00,1690.30872920423,78.78,27.7293333333333,92.4,11.11
"132","POKE",2020-09-10 06:45:00,1694.10088084056,79.04,27.8213333333333,92.3,10.97
"133","POKE",2020-09-10 07:00:00,1685.70296495722,79.13,27.8226666666667,92.2,10.06
"134","POKE",2020-09-10 07:15:00,1669.80800905975,79.59,27.8886666666667,92.1,9.55
"135","POKE",2020-09-10 07:30:00,1692.8368302951,80,27.9106666666667,92,9.38
"136","POKE",2020-09-10 07:45:00,1680.28358809941,80.4,27.9886666666667,91.9,9.37
"137","POKE",2020-09-10 08:00:00,1675.22738591768,80.7,28.0153333333333,91.8,9.62
"138","POKE",2020-09-10 08:15:00,1672.33611015067,80.7,28.0433333333333,91.8,9.52
"139","POKE",2020-09-10 08:30:00,1666.46629535814,81.1,28.0606666666667,91.7,9.43
"140","POKE",2020-09-10 08:45:00,1692.38639236044,81.4,28.1053333333333,91.6,9.49
"141","POKE",2020-09-10 09:00:00,1687.78062811337,81.7,28.1946666666667,91.6,9.2
"142","POKE",2020-09-10 09:15:00,1687.78062811337,82,28.2053333333333,91.5,8.67
"143","POKE",2020-09-10 09:30:00,1661.04691850027,82.4,28.2973333333333,91.5,8.38
"144","POKE",2020-09-10 09:45:00,1671.88567221595,82.7,28.3446666666667,91.4,7.983
"145","POKE",2020-09-10 10:00:00,1659.78286795481,83,28.3633333333333,91.4,7.403
"146","POKE",2020-09-10 10:15:00,1658.51881740941,83.1,28.4206666666667,91.3,7.176
"147","POKE",2020-09-10 10:30:00,1657.25476686395,83.1,28.4773333333333,91.3,6.929
"148","POKE",2020-09-10 10:45:00,1648.04323836986,83.4,28.5053333333333,91.3,6.682
"149","POKE",2020-09-10 11:00:00,1653.46261522762,83.4,28.5386666666667,91.3,6.2
"150","POKE",2020-09-10 11:15:00,1655.08984044922,83.4,28.5346666666667,91.3,6.185
"151","POKE",2020-09-10 11:30:00,1642.98703618807,83.4,28.5346666666667,91.3,6.071
"152","POKE",2020-09-10 11:45:00,1635.8531708502,83.4,28.6913333333333,91.3,5.774
"153","POKE",2020-09-10 12:00:00,1648.40641304589,83.4,28.7566666666667,91.3,5.567
"154","POKE",2020-09-10 12:15:00,1642.98703618807,83.2,28.8673333333333,91.2,6.104
"155","POKE",2020-09-10 12:30:00,1650.48407620221,82.9,28.8966666666667,91.3,7.152
"156","POKE",2020-09-10 12:45:00,1646.69192456588,82.1,28.9393333333333,91.3,6.865
"157","POKE",2020-09-10 13:00:00,1631.24740660313,82.1,28.9993333333333,91.3,5.989
"158","POKE",2020-09-10 13:15:00,1632.06101921387,82.4,29.026,91.3,5.989
"159","POKE",2020-09-10 13:30:00,1638.29400868237,82.3,29.0293333333333,91.3,5.811
"160","POKE",2020-09-10 13:45:00,1618.69416440744,82.1,29.1433333333333,91.4,5.48
"161","POKE",2020-09-10 14:00:00,1626.1912044214,82,29.278,91.4,5.396
"162","POKE",2020-09-10 14:15:00,1630.34653073375,81.8,29.3206666666667,91.4,5.165
"163","POKE",2020-09-10 14:30:00,1619.05733908335,81.6,29.34,91.5,5.092
"164","POKE",2020-09-10 14:45:00,1620.32138962881,81.3,29.4306666666667,91.5,5.349
"165","POKE",2020-09-10 15:00:00,1613.18752429087,81.1,29.454,91.5,5.179
"166","POKE",2020-09-10 15:15:00,1630.70970540977,80.9,29.5386666666667,91.5,5.078
"167","POKE",2020-09-10 15:30:00,1614.81474951247,80.7,29.634,91.6,4.678
"168","POKE",2020-09-10 15:45:00,1622.76222746109,80.5,29.6953333333333,91.6,4.509
"169","POKE",2020-09-10 16:00:00,1615.62836212321,80.2,29.7646666666667,91.6,4.789
"170","POKE",2020-09-10 16:15:00,1612.28664842161,79.82,29.8253333333333,91.7,4.755
"171","POKE",2020-09-10 16:30:00,1626.46711583884,79.49,29.902,91.7,4.656
"172","POKE",2020-09-10 16:45:00,1598.01891774562,79.34,29.948,91.8,4.439
"173","POKE",2020-09-10 17:00:00,1608.49449678528,79.11,30.006,91.8,4.332
"174","POKE",2020-09-10 17:15:00,1585.46567554993,78.77,30.0453333333333,91.9,4.545
"175","POKE",2020-09-10 17:30:00,1598.46935568046,78.54,30.0833333333333,92,4.718
"176","POKE",2020-09-10 17:45:00,1605.96639569441,78.19,30.1873333333333,92.1,4.642
"177","POKE",2020-09-10 18:00:00,1592.14910295326,77.97,30.248,92.1,5.198
"178","POKE",2020-09-10 18:15:00,1592.96271556389,77.7,30.2806666666667,92.2,4.759
"179","POKE",2020-09-10 18:30:00,1589.6210018624,77.47,30.4073333333333,92.2,4.76
"180","POKE",2020-09-10 18:45:00,1595.04037872003,77.17,30.4446666666667,92.3,4.72
"181","POKE",2020-09-10 19:00:00,1583.3007491352,76.98,30.4746666666667,92.3,4.388
"182","POKE",2020-09-10 19:15:00,1591.69866501843,76.89,30.5373333333333,92.4,4.749
"183","POKE",2020-09-10 19:30:00,1574.53965857567,76.6,30.556,92.4,4.502
"184","POKE",2020-09-10 19:45:00,1577.06775966659,76.6,30.6046666666667,92.5,4.824
"185","POKE",2020-09-10 20:00:00,1575.80370912113,76.23,30.6866666666667,92.6,6.478
"186","POKE",2020-09-10 20:15:00,1569.1202817178,75.4,30.7,92.6,6.788
"187","POKE",2020-09-10 20:30:00,1564.06407953607,74.97,30.7233333333333,92.6,6.928
"188","POKE",2020-09-10 20:45:00,1580.77264804434,74.54,30.7833333333333,92.7,7.483
"189","POKE",2020-09-10 21:00:00,1568.21940584853,74.15,30.836,92.8,7.951
"190","POKE",2020-09-10 21:15:00,1566.50491736835,73.76,30.864,92.8,7.658
"191","POKE",2020-09-10 21:30:00,1571.56111955014,73.51,30.8993333333333,92.9,7.882
"192","POKE",2020-09-10 21:45:00,1567.40579323767,73.36,30.9233333333333,93,8.12
"193","POKE",2020-09-10 22:00:00,1561.08554051048,73.07,31.0186666666667,93.1,8.38
"194","POKE",2020-09-10 22:15:00,1560.72236583458,72.56,31.0106666666667,93.2,8.74
"195","POKE",2020-09-10 22:30:00,1557.74382680887,71.95,31.0826666666667,93.2,9.23
"196","POKE",2020-09-10 22:45:00,1556.11660158739,71.65,31.072,93.3,9.35
"197","POKE",2020-09-10 23:00:00,1567.76896791381,71.53,31.116,93.4,9.43
"198","POKE",2020-09-10 23:15:00,1550.60996147105,71.18,31.1526666666667,93.4,9.25
"199","POKE",2020-09-10 23:30:00,1548.08186038019,71.11,31.1793333333333,93.5,8.75
"200","POKE",2020-09-10 23:45:00,1553.95167517255,71.3,31.2266666666667,93.5,9.53
"201","POKE",2020-09-11 00:00:00,1548.08186038019,70.81,31.2706666666667,93.6,9.13
"202","POKE",2020-09-11 00:15:00,1564.79042888823,70.69,31.33,93.7,7.894
"203","POKE",2020-09-11 00:30:00,1529.65880339179,70.96,31.3566666666667,93.8,8.28
"204","POKE",2020-09-11 00:45:00,1525.86665175541,70.95,31.3213333333333,93.9,7.901
"205","POKE",2020-09-11 01:00:00,1533.36369176954,70.83,31.3986666666667,93.9,7.143
"206","POKE",2020-09-11 01:15:00,1528.75792752247,70.84,31.3746666666667,94,7.239
"207","POKE",2020-09-11 01:30:00,1532.09964122408,70.63,31.4426666666667,94.1,7.069
"208","POKE",2020-09-11 01:45:00,1534.62774231494,70.38,31.43,94.2,7.404
