"","Site","DateTime","MeanDischarge","fDOM.RFU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1","POKE",2020-06-12 05:15:00,644.21764559322,30.53,32.0753333333333,100.1,12.37
"2","POKE",2020-06-12 05:30:00,673.47945629718,30.48,32.054,100.1,12
"3","POKE",2020-06-12 05:45:00,663.454315192241,30.31,32.0073333333333,100.1,13.27
"4","POKE",2020-06-12 06:00:00,665.982416283106,30.15,31.9166666666667,100.1,13.39
"5","POKE",2020-06-12 06:15:00,670.588180530176,30.2,31.7406666666667,100.2,13.68
"6","POKE",2020-06-12 06:30:00,680.613321635115,30.24,31.6093333333333,100.2,13.24
"7","POKE",2020-06-12 06:45:00,686.483136427589,30.34,31.6413333333333,100.2,13.15
"8","POKE",2020-06-12 07:00:00,686.483136427589,30.38,31.6306666666667,100.2,12.94
"9","POKE",2020-06-12 07:15:00,691.0889006746,30.32,31.678,100.3,12.94
"10","POKE",2020-06-12 07:30:00,684.405473271385,30.17,31.6593333333333,100.3,13.44
"11","POKE",2020-06-12 07:45:00,703.191704935743,30.13,31.6,100.3,12.59
"12","POKE",2020-06-12 08:00:00,701.11404177954,30.27,31.5226666666667,100.4,11.57
"13","POKE",2020-06-12 08:15:00,713.216846040566,30.35,31.4473333333333,100.4,10.98
"14","POKE",2020-06-12 08:30:00,703.191704935743,30.43,31.4086666666667,100.4,10.07
"15","POKE",2020-06-12 08:45:00,711.139182884363,30.47,31.3966666666667,100.4,10.54
"16","POKE",2020-06-12 09:00:00,717.008997676894,30.42,31.394,100.4,11.05
"17","POKE",2020-06-12 09:15:00,713.667283975286,30.25,31.3833333333333,100.4,11.85
"18","POKE",2020-06-12 09:30:00,717.008997676894,29.99,31.4186666666667,100.5,12.39
"19","POKE",2020-06-12 09:45:00,730.375852483441,29.83,31.438,100.5,13.16
"20","POKE",2020-06-12 10:00:00,727.034138781833,29.71,31.406,100.5,13.02
"21","POKE",2020-06-12 10:15:00,722.878812469484,29.52,31.448,100.5,12.26
"22","POKE",2020-06-12 10:30:00,720.350711378618,29.26,31.4586666666667,100.5,11.97
"23","POKE",2020-06-12 10:45:00,731.639903028845,29.19,31.4433333333333,100.5,11.72
"24","POKE",2020-06-12 11:00:00,729.562239872699,29.12,31.464,100.5,12.07
"25","POKE",2020-06-12 11:15:00,738.323330432177,28.88,31.4713333333333,100.5,12.39
"26","POKE",2020-06-12 11:30:00,736.245667275914,28.48,31.474,100.5,12.49
"27","POKE",2020-06-12 11:45:00,723.692425080226,28.28,31.508,100.5,11.57
"28","POKE",2020-06-12 12:00:00,750.426134693203,28.19,31.5513333333333,100.6,11.94
"29","POKE",2020-06-12 12:15:00,732.453515639587,28.03,31.5586666666667,100.7,11.63
"30","POKE",2020-06-12 12:30:00,736.608841952053,27.84,31.6346666666667,100.7,11.28
"31","POKE",2020-06-12 12:45:00,735.344791406591,27.59,31.6313333333333,100.8,11.34
"32","POKE",2020-06-12 13:00:00,742.028218809806,27.32,31.6206666666667,100.8,11.2
"33","POKE",2020-06-12 13:15:00,748.711646213022,26.97,31.6266666666667,100.9,11.8
"34","POKE",2020-06-12 13:30:00,732.816690315725,26.77,31.582,100.9,13.06
"35","POKE",2020-06-12 13:45:00,744.919494576694,26.7,31.5293333333333,100.9,13.39
"36","POKE",2020-06-12 14:00:00,733.630302926467,26.56,31.4973333333333,100.8,13.66
"37","POKE",2020-06-12 14:15:00,739.049679784221,26.55,31.482,100.7,13.23
"38","POKE",2020-06-12 14:30:00,726.496437588532,26.75,31.4433333333333,100.6,15.52
"39","POKE",2020-06-12 14:45:00,730.651763900882,26.49,31.46,100.5,15.2
"40","POKE",2020-06-12 15:00:00,730.651763900882,26.4,31.5126666666667,100.5,13.1
"41","POKE",2020-06-12 15:15:00,711.415094301861,26.7,31.5726666666667,100.6,13
"42","POKE",2020-06-12 15:30:00,718.098521705193,26.98,31.668,100.6,13.81
"43","POKE",2020-06-12 15:45:00,712.228706912603,27.23,31.774,100.6,13.47
"44","POKE",2020-06-12 16:00:00,703.017178418464,27.45,31.8666666666667,100.5,12.93
"45","POKE",2020-06-12 16:15:00,701.75312787306,27.64,32.024,100.5,12.57
"46","POKE",2020-06-12 16:30:00,697.147363625991,27.76,32.1386666666667,100.4,12.4
"47","POKE",2020-06-12 16:45:00,681.252407728578,27.86,32.246,100.4,12.66
"48","POKE",2020-06-12 17:00:00,678.724306637712,27.87,32.4313333333333,100.4,12.51
"49","POKE",2020-06-12 17:15:00,665.357451831165,28.01,32.544,100.5,12.74
"50","POKE",2020-06-12 17:30:00,664.907013896562,28.14,32.608,100.5,12.82
"51","POKE",2020-06-12 17:45:00,645.670344297541,28.28,32.6706666666667,100.5,12.41
"52","POKE",2020-06-12 18:00:00,643.142243206676,28.33,32.7573333333333,100.5,12.61
"53","POKE",2020-06-12 18:15:00,630.589001010871,28.18,32.7726666666667,100.5,13.02
"54","POKE",2020-06-12 18:30:00,632.216226232413,27.99,32.85,100.5,12.5
"55","POKE",2020-06-12 18:45:00,620.47659664735,27.9,32.914,100.6,11.89
"56","POKE",2020-06-12 19:00:00,607.923354451661,27.94,32.9913333333333,100.5,12.18
"57","POKE",2020-06-12 19:15:00,586.609021696437,27.99,33.0606666666667,100.5,12.25
"58","POKE",2020-06-12 19:30:00,587.422634307062,28,33.1046666666667,100.5,12.72
"59","POKE",2020-06-12 19:45:00,584.894533216197,27.86,33.1846666666667,100.4,13.48
"60","POKE",2020-06-12 20:00:00,571.527678409766,27.79,33.1773333333333,100.4,13.9
"61","POKE",2020-06-12 20:15:00,584.894533216197,27.77,33.1826666666667,100.4,12.82
"62","POKE",2020-06-12 20:30:00,588.686684852524,27.81,33.22,100.3,15.18
"63","POKE",2020-06-12 20:45:00,581.552819514705,27.87,33.2153333333333,100.3,15.35
"64","POKE",2020-06-12 21:00:00,574.869392111374,27.94,33.1773333333333,100.3,13.41
"65","POKE",2020-06-12 21:15:00,563.129762526427,28.07,33.2073333333333,100.3,12.86
"66","POKE",2020-06-12 21:30:00,568.54913938418,28.15,33.2266666666667,100.2,12.58
"67","POKE",2020-06-12 21:45:00,544.70670553809,28.38,33.218,100.2,12.53
"68","POKE",2020-06-12 22:00:00,534.231126498606,28.48,33.21,100.2,13.52
"69","POKE",2020-06-12 22:15:00,538.386452810897,28.34,33.1933333333333,100.1,14.04
"70","POKE",2020-06-12 22:30:00,529.174924316816,28.34,33.204,100.1,14.47
"71","POKE",2020-06-12 22:45:00,535.407913785428,28.47,33.1686666666667,100.1,14.22
"72","POKE",2020-06-12 23:00:00,536.221526396228,28.6,33.116,100,13.87
"73","POKE",2020-06-12 23:15:00,535.771088461392,28.75,33.0873333333333,100,13.93
"74","POKE",2020-06-12 23:30:00,521.953795720241,29,33.0726666666667,100,13.07
"75","POKE",2020-06-12 23:45:00,510.66460406984,29.28,33.0186666666667,100,12.85
"76","POKE",2020-06-13 00:00:00,505.608401888108,29.42,33.046,100,13.57
"77","POKE",2020-06-13 00:15:00,501.002637641213,29.46,33.0046666666667,99.9,12.79
"78","POKE",2020-06-13 00:30:00,516.897593538451,29.88,33.008,99.9,12.14
"79","POKE",2020-06-13 00:45:00,513.105441902182,30.26,32.9586666666667,99.8,12.42
"80","POKE",2020-06-13 01:00:00,509.763728200574,30.48,32.942,99.7,12.96
"81","POKE",2020-06-13 01:15:00,515.633542993048,30.74,32.9146666666667,99.7,12.63
"82","POKE",2020-06-13 01:30:00,521.052919850976,31.21,32.8673333333333,99.6,12.16
"83","POKE",2020-06-13 01:45:00,523.581020941783,31.73,32.8373333333333,99.5,12.07
"84","POKE",2020-06-13 02:00:00,516.534418862429,32.2,32.824,99.4,12.18
"85","POKE",2020-06-13 02:15:00,524.031458876503,32.74,32.7806666666667,99.3,11.65
"86","POKE",2020-06-13 02:30:00,528.637223123573,33.29,32.726,99.2,11.35
"87","POKE",2020-06-13 02:45:00,521.953795720241,33.81,32.7126666666667,99.1,11.24
