"","Site","DateTime","MeanDischarge","fDOM.RFU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1","POKE",2020-07-18 00:15:00,910.465217695222,37.3,26.04125,93.6,24.36
"2","POKE",2020-07-18 00:30:00,905.859453448211,37.38,26.03625,93.6,24.99
"3","POKE",2020-07-18 00:45:00,912.993318786146,37.8,26.088125,93.6,22.1
"4","POKE",2020-07-18 01:00:00,952.730708529649,38.32,26.056875,93.7,23.21
"5","POKE",2020-07-18 01:15:00,1074.71864698513,38.27,26.09125,93.7,30.76
"6","POKE",2020-07-18 01:30:00,1093.95531658415,37.66,26.15125,93.7,27.47
"7","POKE",2020-07-18 01:45:00,1094.76892919489,37.44,26.06375,93.7,23.86
"8","POKE",2020-07-18 02:00:00,1090.61360288254,37.68,25.99,93.8,24.75
"9","POKE",2020-07-18 02:15:00,1105.69494616915,37.82,25.964375,93.9,21.37
"10","POKE",2020-07-18 02:30:00,1111.11432302691,38.12,25.996875,93.9,20.78
"11","POKE",2020-07-18 02:45:00,1118.2481883649,38.39,25.971875,94,22.09
"12","POKE",2020-07-18 03:00:00,1129.98781794991,38.49,25.980625,94,19.81
"13","POKE",2020-07-18 03:15:00,1155.90791495214,38.19,25.994375,94.1,23.33
"14","POKE",2020-07-18 03:30:00,1155.54474027612,37.37,25.975,94.2,25.64
"15","POKE",2020-07-18 03:45:00,1186.07060152543,37.06,25.974375,94.2,22.73
"16","POKE",2020-07-18 04:00:00,1203.2296079683,37.68,25.92,94.3,23.24
"17","POKE",2020-07-18 04:15:00,1214.96923755325,37.83,25.895625,94.3,22.11
"18","POKE",2020-07-18 04:30:00,1218.31095125485,37.71,25.805,94.5,24.61
"19","POKE",2020-07-18 04:45:00,1221.73992821516,37.48,25.7675,94.5,23.57
"20","POKE",2020-07-18 05:00:00,1237.63488411257,37.49,25.674375,94.6,20.3
"21","POKE",2020-07-18 05:15:00,1232.21550725464,37.93,25.655,94.7,23.17
"22","POKE",2020-07-18 05:30:00,1251.001738919,38.05,25.453125,94.7,22.41
"23","POKE",2020-07-18 05:45:00,1259.39965480246,38.23,25.4475,94.8,19.63
"24","POKE",2020-07-18 06:00:00,1272.40333493287,38.44,25.394375,94.8,17.58
"25","POKE",2020-07-18 06:15:00,1269.06162123126,38.02,25.376875,94.8,19.14
"26","POKE",2020-07-18 06:30:00,1277.00909918005,37.64,25.375625,94.8,23.9
"27","POKE",2020-07-18 06:45:00,1291.18956659723,37.5,25.309375,94.8,23.26
"28","POKE",2020-07-18 07:00:00,1268.24800862052,37.78,25.175,94.9,21.84
"29","POKE",2020-07-18 07:15:00,1256.14520435943,38,25.175,94.9,23.84
"30","POKE",2020-07-18 07:30:00,1269.96249710058,38.36,25.155625,94.9,23.35
"31","POKE",2020-07-18 07:45:00,1264.90629491879,38.58,25.094375,94.8,19.38
"32","POKE",2020-07-18 08:00:00,1269.51205916598,38.38,25.113125,94.8,19.91
"33","POKE",2020-07-18 08:15:00,1264.09268230805,38.35,25.05625,94.7,21.03
"34","POKE",2020-07-18 08:30:00,1277.90997504932,38.37,25.05375,94.7,19.99
"35","POKE",2020-07-18 08:45:00,1273.75464873685,38.45,25.06,94.7,20.16
"36","POKE",2020-07-18 09:00:00,1256.59564229415,38.57,24.920625,94.7,20.13
"37","POKE",2020-07-18 09:15:00,1258.31013077428,38.73,24.76,94.7,21.42
"38","POKE",2020-07-18 09:30:00,1257.04608022881,38.69,24.570625,94.7,20.31
"39","POKE",2020-07-18 09:45:00,1241.1511243314,38.69,24.3475,94.7,19.3
"40","POKE",2020-07-18 10:00:00,1245.75688857847,38.65,24.094375,94.7,19.69
"41","POKE",2020-07-18 10:15:00,1249.99947814946,38.57,24.061875,94.7,19.05
"42","POKE",2020-07-18 10:30:00,1223.6289432125,38.44,24.07875,94.7,18.11
"43","POKE",2020-07-18 10:45:00,1217.30869048531,38.29,24.054375,94.7,17.98
"44","POKE",2020-07-18 11:00:00,1220.65040418692,38.14,23.94,94.7,18.79
"45","POKE",2020-07-18 11:15:00,1223.17850527784,37.93,23.885,94.7,17.69
"46","POKE",2020-07-18 11:30:00,1221.46401679766,37.96,23.90125,94.7,19.86
"47","POKE",2020-07-18 11:45:00,1212.7029262383,37.9,23.840625,94.7,25.45
"48","POKE",2020-07-18 12:00:00,1203.4913977441,37.71,23.79875,94.6,21.34
"49","POKE",2020-07-18 12:15:00,1210.17482514743,37.46,23.61625,94.6,20.42
"50","POKE",2020-07-18 12:30:00,1203.94183567876,37.34,23.531875,94.6,20.46
"51","POKE",2020-07-18 12:45:00,1206.01949883497,37.56,23.53625,94.6,27.54
