"","Site","DateTime","Q","day","fDOM.RFU","nitrateuM","SpCond.uScm","Turbidity.FNU","MeanDischarge"
"1","POKE",2020-07-24 08:15:00,674.004764868645,2020-07-24 08:00:00,46.87,27.09,97.4,13.47,674.004764868645
"2","POKE",2020-07-24 08:30:00,691.004893099307,2020-07-24 08:00:00,46.99,26.986875,97.4,13.17,691.004893099307
"3","POKE",2020-07-24 08:45:00,691.004893099307,2020-07-24 08:00:00,47.03,26.778125,97.4,13.28,691.004893099307
"4","POKE",2020-07-24 09:00:00,696.671602509567,2020-07-24 08:00:00,46.76,26.684375,97.4,13.73,696.671602509567
"5","POKE",2020-07-24 09:15:00,696.671602509567,2020-07-24 08:00:00,46.55,26.65625,97.3,13.43,696.671602509567
"6","POKE",2020-07-24 09:30:00,708.005021330086,2020-07-24 08:00:00,46.54,26.60875,97.3,13.59,708.005021330086
"7","POKE",2020-07-24 09:45:00,708.005021330086,2020-07-24 08:00:00,46.43,26.53,97.3,13.54,708.005021330086
"8","POKE",2020-07-24 10:00:00,722.171794855618,2020-07-24 08:00:00,46.12,26.611875,97.2,12.77,722.171794855618
"9","POKE",2020-07-24 10:15:00,713.671730740345,2020-07-24 08:00:00,45.64,26.471875,97.2,13.67,713.671730740345
"10","POKE",2020-07-24 10:30:00,725.005149560748,2020-07-24 08:00:00,45.51,26.40375,97.1,12.99,725.005149560748
"11","POKE",2020-07-24 10:45:00,733.505213676137,2020-07-24 08:00:00,45.47,26.3175,97.1,13.42,733.505213676137
"12","POKE",2020-07-24 11:00:00,727.838504265877,2020-07-24 08:00:00,45.35,26.17,97.1,14.98,727.838504265877
"13","POKE",2020-07-24 11:15:00,733.505213676137,2020-07-24 08:00:00,45.27,26.089375,97,14.3,733.505213676137
"14","POKE",2020-07-24 11:30:00,733.505213676137,2020-07-24 08:00:00,44.84,26.069375,97,15.27,733.505213676137
"15","POKE",2020-07-24 11:45:00,753.338696611929,2020-07-24 08:00:00,44.58,26.07875,96.9,16.03,753.338696611929
"16","POKE",2020-07-24 12:00:00,756.172051317059,2020-07-24 08:00:00,44.61,26.059375,96.9,15.61,756.172051317059
"17","POKE",2020-07-24 12:15:00,750.505341906799,2020-07-24 08:00:00,44.4,26.0775,96.9,19.22,750.505341906799
"18","POKE",2020-07-24 12:30:00,767.505470137578,2020-07-24 08:00:00,43.81,25.915,96.8,16.72,767.505470137578
"19","POKE",2020-07-24 12:45:00,767.505470137578,2020-07-24 08:00:00,43.53,25.92,96.8,13.94,767.505470137578
"20","POKE",2020-07-24 13:00:00,767.505470137578,2020-07-24 08:00:00,43.4,25.929375,96.8,13.82,767.505470137578
"21","POKE",2020-07-24 13:15:00,761.838760727318,2020-07-24 08:00:00,43.46,25.811875,96.7,15.25,761.838760727318
"22","POKE",2020-07-24 13:30:00,770.338824842707,2020-07-24 08:00:00,43.39,25.810625,96.7,15.99,770.338824842707
"23","POKE",2020-07-24 13:45:00,778.838888958097,2020-07-24 08:00:00,43.44,25.741875,96.6,15.25,778.838888958097
"24","POKE",2020-07-24 14:00:00,781.672243663226,2020-07-24 08:00:00,43.65,25.6233333333333,96.5,14.69,781.672243663226
"25","POKE",2020-07-24 14:15:00,793.005662483629,2020-07-24 08:00:00,43.83,25.7106666666667,96.5,14.44,793.005662483629
"26","POKE",2020-07-24 14:30:00,793.005662483629,2020-07-24 08:00:00,43.87,25.672,96.3,14.18,793.005662483629
"27","POKE",2020-07-24 14:45:00,804.339081304148,2020-07-24 08:00:00,43.8,25.8246666666667,96.2,14.21,804.339081304148
"28","POKE",2020-07-24 15:00:00,804.339081304148,2020-07-24 08:00:00,43.62,25.836,96.2,14.12,804.339081304148
"29","POKE",2020-07-24 15:15:00,810.005790714407,2020-07-24 08:00:00,43.37,25.765625,96.1,13.1,810.005790714407
"30","POKE",2020-07-24 15:30:00,812.839145419537,2020-07-24 08:00:00,43.13,25.755625,96.1,13.76,812.839145419537
"31","POKE",2020-07-24 15:45:00,807.172436009278,2020-07-24 08:00:00,42.97,25.74375,96,14.62,807.172436009278
"32","POKE",2020-07-24 16:00:00,818.50585482968,2020-07-24 08:00:00,42.96,25.756875,95.9,14.68,818.50585482968
"33","POKE",2020-07-24 16:15:00,832.672628355329,2020-07-24 08:00:00,42.99,25.76,95.8,14.42,832.672628355329
