"","Site","DateTime","Q","day","fDOM.RFU","nitrateuM","SpCond.uScm","Turbidity.FNU","MeanDischarge"
"1","POKE",2020-06-09 11:15:00,532.337029612623,2020-06-09 08:00:00,29.42,31.965625,102.9,9.01,532.337029612623
"2","POKE",2020-06-09 11:30:00,535.170384317753,2020-06-09 08:00:00,29.18,31.95875,102.9,8.79,535.170384317753
"3","POKE",2020-06-09 11:45:00,532.337029612623,2020-06-09 08:00:00,28.95,31.949375,102.8,9.06,532.337029612623
"4","POKE",2020-06-09 12:00:00,532.337029612623,2020-06-09 08:00:00,28.75,31.8975,102.8,9.02,532.337029612623
"5","POKE",2020-06-09 12:15:00,538.003739022883,2020-06-09 08:00:00,28.44,31.87625,102.8,9,538.003739022883
"6","POKE",2020-06-09 12:30:00,540.837093728012,2020-06-09 08:00:00,28.18,31.8725,102.8,8.99,540.837093728012
"7","POKE",2020-06-09 12:45:00,535.170384317753,2020-06-09 08:00:00,27.96,31.845,102.8,9.08,535.170384317753
"8","POKE",2020-06-09 13:00:00,543.670448433142,2020-06-09 08:00:00,27.66,31.838125,102.7,8.6,543.670448433142
"9","POKE",2020-06-09 13:15:00,538.003739022883,2020-06-09 08:00:00,27.53,31.86625,102.7,8.83,538.003739022883
"10","POKE",2020-06-09 13:30:00,549.337157843285,2020-06-09 08:00:00,27.49,31.845625,102.7,8.94,549.337157843285
"11","POKE",2020-06-09 13:45:00,538.003739022883,2020-06-09 08:00:00,27.36,31.8875,102.7,9.09,538.003739022883
"12","POKE",2020-06-09 14:00:00,549.337157843285,2020-06-09 08:00:00,27.32,31.8825,102.7,8.95,549.337157843285
"13","POKE",2020-06-09 14:15:00,552.170512548415,2020-06-09 08:00:00,27.42,31.88,102.7,8.34,552.170512548415
"14","POKE",2020-06-09 14:30:00,557.837221958674,2020-06-09 08:00:00,27.4,31.89375,102.7,8.45,557.837221958674
"15","POKE",2020-06-09 14:45:00,549.337157843285,2020-06-09 08:00:00,27.42,31.85,101.7,10.82,549.337157843285
"16","POKE",2020-06-09 15:00:00,552.170512548415,2020-06-09 08:00:00,26.99,31.8593333333333,100.4,27.42,552.170512548415
"17","POKE",2020-06-09 15:15:00,560.670576663804,2020-06-09 08:00:00,25.15,31.8825,98.9,203.3,560.670576663804
"18","POKE",2020-06-09 15:30:00,549.337157843285,2020-06-09 08:00:00,19.65,31.88,98.7,162.2,549.337157843285
"19","POKE",2020-06-09 15:45:00,563.503931368934,2020-06-09 08:00:00,21.11,31.869375,98.9,58.42,563.503931368934
"20","POKE",2020-06-09 16:00:00,563.503931368934,2020-06-09 08:00:00,23.77,31.8326666666667,98.5,143.7,563.503931368934
"21","POKE",2020-06-09 16:15:00,572.003995484323,2020-06-09 08:00:00,19.1,31.902,98.1,196.7,572.003995484323
"22","POKE",2020-06-09 16:30:00,560.670576663804,2020-06-09 08:00:00,15.96,31.8593333333333,98,178.9,560.670576663804
"23","POKE",2020-06-09 16:45:00,552.170512548415,2020-06-09 08:00:00,16.52,31.8893333333333,98,148.5,552.170512548415
"24","POKE",2020-06-09 17:00:00,560.670576663804,2020-06-09 08:00:00,17.04,31.8953333333333,97.3,157,560.670576663804
"25","POKE",2020-06-09 17:15:00,563.503931368934,2020-06-09 08:00:00,16.5,31.9446666666667,97.1,160.8,563.503931368934
"26","POKE",2020-06-09 17:30:00,569.170640779193,2020-06-09 08:00:00,16.98,31.9073333333333,97.2,155.8,569.170640779193
"27","POKE",2020-06-09 17:45:00,563.503931368934,2020-06-09 08:00:00,18.44,31.9366666666667,97.3,149.3,563.503931368934
"28","POKE",2020-06-09 18:00:00,572.003995484323,2020-06-09 08:00:00,19.97,31.9506666666667,97.3,147.8,572.003995484323
"29","POKE",2020-06-09 18:15:00,572.003995484323,2020-06-09 08:00:00,21.51,31.9746666666667,97.3,133.9,572.003995484323
"30","POKE",2020-06-09 18:30:00,577.670704894583,2020-06-09 08:00:00,22.69,32,97.4,98.5,577.670704894583
"31","POKE",2020-06-09 18:45:00,583.337414304726,2020-06-09 08:00:00,23.65,31.9566666666667,97.4,97.6,583.337414304726
"32","POKE",2020-06-09 19:00:00,580.504059599712,2020-06-09 08:00:00,24.47,31.9793333333333,97.5,228,580.504059599712
"33","POKE",2020-06-09 19:15:00,583.337414304726,2020-06-09 08:00:00,24.75,31.982,97.6,210.1,583.337414304726
"34","POKE",2020-06-09 19:30:00,586.170769009856,2020-06-09 08:00:00,25.24,32.0406666666667,97.6,110.3,586.170769009856
"35","POKE",2020-06-09 19:45:00,589.004123714985,2020-06-09 08:00:00,26.1,32.0546666666667,97.6,101.1,589.004123714985
"36","POKE",2020-06-09 20:00:00,589.004123714985,2020-06-09 08:00:00,26.49,32.1066666666667,97.6,93.8,589.004123714985
"37","POKE",2020-06-09 20:15:00,589.004123714985,2020-06-09 08:00:00,27.41,32.1253333333333,97.7,88.1,589.004123714985
"38","POKE",2020-06-09 20:30:00,603.170897240634,2020-06-09 08:00:00,28.31,32.1906666666667,97.7,92.3,603.170897240634
"39","POKE",2020-06-09 20:45:00,594.670833125245,2020-06-09 08:00:00,28.69,32.1986666666667,97.7,89.5,594.670833125245
"40","POKE",2020-06-09 21:00:00,606.004251945764,2020-06-09 08:00:00,28.69,32.2126666666667,97.6,101.3,606.004251945764
"41","POKE",2020-06-09 21:15:00,603.170897240634,2020-06-09 08:00:00,28.68,32.2706666666667,97.7,100.4,603.170897240634
"42","POKE",2020-06-09 21:30:00,589.004123714985,2020-06-09 08:00:00,29.2,32.2973333333333,97.6,99.2,589.004123714985
"43","POKE",2020-06-09 21:45:00,603.170897240634,2020-06-09 08:00:00,29.51,32.3546666666667,97.6,91.4,603.170897240634
"44","POKE",2020-06-09 22:00:00,597.504187830375,2020-06-09 08:00:00,29.46,32.3633333333333,97.6,87.4,597.504187830375
"45","POKE",2020-06-09 22:15:00,594.670833125245,2020-06-09 08:00:00,29.63,32.4166666666667,97.4,88,594.670833125245
"46","POKE",2020-06-09 22:30:00,600.337542535504,2020-06-09 08:00:00,29.47,32.4546666666667,97.4,82.7,600.337542535504
"47","POKE",2020-06-09 22:45:00,600.337542535504,2020-06-09 08:00:00,29.66,32.4806666666667,97.5,73.49,600.337542535504
"48","POKE",2020-06-09 23:00:00,600.337542535504,2020-06-09 08:00:00,30.34,32.4926666666667,97.5,70.68,600.337542535504
"49","POKE",2020-06-09 23:15:00,594.670833125245,2020-06-09 08:00:00,31.21,32.5053333333333,97.6,77.83,594.670833125245
"50","POKE",2020-06-09 23:30:00,583.337414304726,2020-06-09 08:00:00,31.63,32.52,97.6,80.4,583.337414304726
"51","POKE",2020-06-09 23:45:00,597.504187830375,2020-06-09 08:00:00,31.98,32.514,97.6,72.24,597.504187830375
"52","POKE",2020-06-10 00:00:00,589.004123714985,2020-06-10 08:00:00,31.72,32.5213333333333,97.6,58.75,589.004123714985
"53","POKE",2020-06-10 00:15:00,580.504059599712,2020-06-10 08:00:00,31.65,32.5166666666667,97.7,53.24,580.504059599712
"54","POKE",2020-06-10 00:30:00,566.337286074064,2020-06-10 08:00:00,32.1,32.5153333333333,97.7,72.88,566.337286074064
"55","POKE",2020-06-10 00:45:00,569.170640779193,2020-06-10 08:00:00,32.79,32.5553333333333,97.7,71.21,569.170640779193
"56","POKE",2020-06-10 01:00:00,569.170640779193,2020-06-10 08:00:00,33.23,32.582,97.8,51.37,569.170640779193
"57","POKE",2020-06-10 01:15:00,549.337157843285,2020-06-10 08:00:00,33.64,32.562,97.8,49.2,549.337157843285
"58","POKE",2020-06-10 01:30:00,549.337157843285,2020-06-10 08:00:00,34.27,32.574,97.9,51.96,549.337157843285
"59","POKE",2020-06-10 01:45:00,535.170384317753,2020-06-10 08:00:00,34.8,32.6133333333333,97.9,49.5,535.170384317753
"60","POKE",2020-06-10 02:00:00,532.337029612623,2020-06-10 08:00:00,35.02,32.604,97.9,45.83,532.337029612623
"61","POKE",2020-06-10 02:15:00,521.003610792104,2020-06-10 08:00:00,35.31,32.6153333333333,97.9,46.04,521.003610792104
"62","POKE",2020-06-10 02:30:00,518.170256086974,2020-06-10 08:00:00,35.84,32.584,97.9,40.57,518.170256086974
"63","POKE",2020-06-10 02:45:00,518.170256086974,2020-06-10 08:00:00,36.45,32.548,97.9,38.71,518.170256086974
"64","POKE",2020-06-10 03:00:00,504.003482561442,2020-06-10 08:00:00,37.08,32.5806666666667,98,42,504.003482561442
"65","POKE",2020-06-10 03:15:00,504.003482561442,2020-06-10 08:00:00,37.38,32.5893333333333,97.9,39.24,504.003482561442
"66","POKE",2020-06-10 03:30:00,501.170127856312,2020-06-10 08:00:00,37.68,32.5706666666667,97.9,38.97,501.170127856312
"67","POKE",2020-06-10 03:45:00,481.336644920404,2020-06-10 08:00:00,37.97,32.584,98,34.45,481.336644920404
"68","POKE",2020-06-10 04:00:00,495.503418446053,2020-06-10 08:00:00,37.96,32.5593333333333,98,27.8,495.503418446053
"69","POKE",2020-06-10 04:15:00,475.669935510261,2020-06-10 08:00:00,38.19,32.5606666666667,98,29.95,475.669935510261
"70","POKE",2020-06-10 04:30:00,481.336644920404,2020-06-10 08:00:00,38.6,32.5406666666667,98,27.94,481.336644920404
"71","POKE",2020-06-10 04:45:00,478.503290215391,2020-06-10 08:00:00,38.7,32.4926666666667,98,25.16,478.503290215391
"72","POKE",2020-06-10 05:00:00,467.169871394872,2020-06-10 08:00:00,38.62,32.4946666666667,98,23.78,467.169871394872
"73","POKE",2020-06-10 05:15:00,461.503161984729,2020-06-10 08:00:00,38.72,32.4573333333333,98,22.9,461.503161984729
"74","POKE",2020-06-10 05:30:00,455.836452574353,2020-06-10 08:00:00,39.01,32.4593333333333,98,26.27,455.836452574353
"75","POKE",2020-06-10 05:45:00,464.336516689742,2020-06-10 08:00:00,39.25,32.4466666666667,98.1,27.09,464.336516689742
"76","POKE",2020-06-10 06:00:00,455.836452574353,2020-06-10 08:00:00,39.09,32.458,98.1,27.6,455.836452574353
"77","POKE",2020-06-10 06:15:00,447.336388458963,2020-06-10 08:00:00,39.05,32.4233333333333,98.1,24.45,447.336388458963
"78","POKE",2020-06-10 06:30:00,455.836452574353,2020-06-10 08:00:00,39.1,32.3993333333333,98.1,22.89,455.836452574353
"79","POKE",2020-06-10 06:45:00,447.336388458963,2020-06-10 08:00:00,39.25,32.378,98.1,25.13,447.336388458963
"80","POKE",2020-06-10 07:00:00,436.002969638561,2020-06-10 08:00:00,39.04,32.3413333333333,98.2,27.66,436.002969638561
"81","POKE",2020-06-10 07:15:00,438.836324343691,2020-06-10 08:00:00,38.9,32.2966666666667,98.2,23.77,438.836324343691
"82","POKE",2020-06-10 07:30:00,433.169614933431,2020-06-10 08:00:00,38.88,32.2633333333333,98.2,20.87,433.169614933431
"83","POKE",2020-06-10 07:45:00,438.836324343691,2020-06-10 08:00:00,38.94,32.226,98.3,23.77,438.836324343691
"84","POKE",2020-06-10 08:00:00,441.66967904882,2020-06-10 08:00:00,38.97,32.1966666666667,98.3,24.45,441.66967904882
"85","POKE",2020-06-10 08:15:00,441.66967904882,2020-06-10 08:00:00,39.05,32.142,98.3,28.63,441.66967904882
"86","POKE",2020-06-10 08:30:00,438.836324343691,2020-06-10 08:00:00,39.07,32.0753333333333,98.3,26.38,438.836324343691
"87","POKE",2020-06-10 08:45:00,438.836324343691,2020-06-10 08:00:00,38.91,32.0093333333333,98.4,26.57,438.836324343691
"88","POKE",2020-06-10 09:00:00,438.836324343691,2020-06-10 08:00:00,38.81,31.9933333333333,98.4,24.12,438.836324343691
"89","POKE",2020-06-10 09:15:00,433.169614933431,2020-06-10 08:00:00,38.77,32.004,98.4,18.61,433.169614933431
"90","POKE",2020-06-10 09:30:00,433.169614933431,2020-06-10 08:00:00,38.75,31.9926666666667,98.4,16.82,433.169614933431
"91","POKE",2020-06-10 09:45:00,433.169614933431,2020-06-10 08:00:00,38.53,31.99,98.4,18.66,433.169614933431
"92","POKE",2020-06-10 10:00:00,436.002969638561,2020-06-10 08:00:00,38.17,31.9506666666667,98.4,19.69,436.002969638561
"93","POKE",2020-06-10 10:15:00,436.002969638561,2020-06-10 08:00:00,38.07,31.918,98.4,20.34,436.002969638561
"94","POKE",2020-06-10 10:30:00,436.002969638561,2020-06-10 08:00:00,37.91,31.9526666666667,98.4,18.58,436.002969638561
"95","POKE",2020-06-10 10:45:00,424.669550818042,2020-06-10 08:00:00,37.76,32.0073333333333,98.5,17.55,424.669550818042
