"","Site","DateTime","MeanDischarge","fDOM.RFU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1","POKE",2020-07-08 20:15:00,746.459456539596,29.17,28.2406666666667,105.5,18.5
"2","POKE",2020-07-08 20:30:00,751.065220786666,29.21,28.2293333333333,105.3,18.6
"3","POKE",2020-07-08 20:45:00,744.381793383451,29.43,28.274,105.1,20.4
"4","POKE",2020-07-08 21:00:00,756.034159709874,29.59,28.3026666666667,104.8,24.2
"5","POKE",2020-07-08 21:15:00,741.403254357865,29.66,28.3226666666667,104.6,21.8
"6","POKE",2020-07-08 21:30:00,761.903974502347,29.48,28.314,104.4,18.06
"7","POKE",2020-07-08 21:45:00,775.270829308894,29.88,28.2993333333333,104.7,18.64
"8","POKE",2020-07-08 22:00:00,772.742728218029,30.26,28.3673333333333,105.1,19.74
"9","POKE",2020-07-08 22:15:00,769.401014516421,30.49,28.376,105.5,18.12
"10","POKE",2020-07-08 22:30:00,771.929115607287,30.84,28.406,105.7,23.24
"11","POKE",2020-07-08 22:45:00,779.426155621244,30.95,28.356,105.7,20.75
"12","POKE",2020-07-08 23:00:00,776.898054530378,31.17,28.392,105.6,18.08
"13","POKE",2020-07-08 23:15:00,773.556340828771,31.13,28.3533333333333,105.4,19.13
"14","POKE",2020-07-08 23:30:00,786.472757700598,31.08,28.406,105.3,22.36
"15","POKE",2020-07-08 23:45:00,776.447616595658,31.22,28.3926666666667,105.2,30.07
"16","POKE",2020-07-09 00:00:00,783.13104399899,31.37,28.4286666666667,105.1,27.16
"17","POKE",2020-07-09 00:15:00,788.550420856744,31.43,28.4033333333333,105,19.46
"18","POKE",2020-07-09 00:30:00,781.866993453528,31.47,28.4513333333333,105,15.41
"19","POKE",2020-07-09 00:45:00,802.730888274033,31.54,28.386,105,17.77
"20","POKE",2020-07-09 01:00:00,804.808551430178,31.47,28.3773333333333,105,19.08
"21","POKE",2020-07-09 01:15:00,784.758269220416,31.33,28.3633333333333,104.8,19.56
"22","POKE",2020-07-09 01:30:00,788.913595532766,31.41,28.384,104.6,24.22
"23","POKE",2020-07-09 01:45:00,789.364033467486,31.46,28.408,104.5,24.7
"24","POKE",2020-07-09 02:00:00,814.833692535001,31.43,28.3546666666667,104.3,20.63
"25","POKE",2020-07-09 02:15:00,802.730888274033,31.74,28.3,104.2,16.08
"26","POKE",2020-07-09 02:30:00,811.942416768114,31.85,28.21,104.1,17.26
"27","POKE",2020-07-09 02:45:00,813.206467313576,31.66,28.054,104.1,19.95
"28","POKE",2020-07-09 03:00:00,802.367713597894,31.56,27.93,104,19.41
"29","POKE",2020-07-09 03:15:00,814.920955793699,31.6,27.8773333333333,104,32.86
"30","POKE",2020-07-09 03:30:00,812.843292637554,31.64,27.7986666666667,104,31.48
"31","POKE",2020-07-09 03:45:00,814.107343182957,31.69,27.7646666666667,103.9,23.65
"32","POKE",2020-07-09 04:00:00,816.635444273823,31.57,27.77625,103.9,21.62
"33","POKE",2020-07-09 04:15:00,827.924635924108,31.7,27.7475,103.9,18.33
"34","POKE",2020-07-09 04:30:00,807.060741103604,31.85,27.756875,103.9,20.04
"35","POKE",2020-07-09 04:45:00,837.136164418305,31.66,27.71125,103.8,24.34
"36","POKE",2020-07-09 05:00:00,826.297410702624,31.53,27.6673333333333,103.7,22.6
"37","POKE",2020-07-09 05:15:00,829.639124404232,31.54,27.65625,103.7,21.62
"38","POKE",2020-07-09 05:30:00,832.167225495155,31.43,27.599375,103.6,19.79
"39","POKE",2020-07-09 05:45:00,851.403895094176,31.57,27.594375,103.6,25.4
"40","POKE",2020-07-09 06:00:00,847.248568781826,31.58,27.563125,103.6,27.57
"41","POKE",2020-07-09 06:15:00,839.301090833033,31.41,27.5,103.5,24.47
"42","POKE",2020-07-09 06:30:00,849.776669872692,31.37,27.423125,103.4,26.03
"43","POKE",2020-07-09 06:45:00,846.434956170968,31.37,27.3475,103.3,23.97
"44","POKE",2020-07-09 07:00:00,834.332151909999,31.38,27.2433333333333,103.2,27.4
"45","POKE",2020-07-09 07:15:00,838.93791615701,31.01,27.1593333333333,103.1,27.1
"46","POKE",2020-07-09 07:30:00,852.304770963558,30.52,27.0666666666667,103,23.77
"47","POKE",2020-07-09 07:45:00,856.096922599885,30.16,26.9646666666667,102.8,29.32
"48","POKE",2020-07-09 08:00:00,851.491158352699,30.19,26.958,102.7,25.52
"49","POKE",2020-07-09 08:15:00,868.650164795574,30.42,26.913125,102.7,22.02
"50","POKE",2020-07-09 08:30:00,866.572501639428,30.49,26.769375,102.8,28.89
"51","POKE",2020-07-09 08:45:00,864.044400548562,30.37,26.761875,102.9,33.77
"52","POKE",2020-07-09 09:00:00,855.283309989027,30.46,26.71625,103,29.85
"53","POKE",2020-07-09 09:15:00,866.572501639428,30.38,26.694375,103.1,27.18
