"","Site","DateTime","MeanDischarge","fDOM.RFU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1","POKE",2020-07-03 22:15:00,894.091580579989,30.66,30.4306666666667,90.1,14.46
"2","POKE",2020-07-03 22:30:00,911.250587022747,30.74,30.4273333333333,90.1,14.39
"3","POKE",2020-07-03 22:45:00,935.093020868837,30.66,30.448,90.1,17.7
"4","POKE",2020-07-03 23:00:00,960.199505260389,30.76,30.4433333333333,90.1,14.49
"5","POKE",2020-07-03 23:15:00,984.855551717279,30.88,30.454,90.2,13.08
"6","POKE",2020-07-03 23:30:00,996.144743367506,31.13,30.4726666666667,90.2,14.48
"7","POKE",2020-07-03 23:45:00,1007.43393501791,31.26,30.4573333333333,90.2,13.61
"8","POKE",2020-07-04 00:00:00,1038.77340887795,31.34,30.4653333333333,90.2,14.25
"9","POKE",2020-07-04 00:15:00,1053.40431422996,31.33,30.422,90.2,14.42
"10","POKE",2020-07-04 00:30:00,1034.6180825656,31.33,30.4326666666667,90.3,13.99
"11","POKE",2020-07-04 00:45:00,1123.91523335699,31.48,30.3946666666667,90.3,14.53
"12","POKE",2020-07-04 01:00:00,1146.0431787229,31.44,30.3753333333333,90.3,13.54
"13","POKE",2020-07-04 01:15:00,1153.62748199556,31.46,30.366,90.3,13.91
"14","POKE",2020-07-04 01:30:00,1175.75542736147,31.59,30.34,90.4,14.34
"15","POKE",2020-07-04 01:45:00,1174.49137681606,31.61,30.298,90.4,14.16
"16","POKE",2020-07-04 02:00:00,1187.04461901187,31.51,30.3,90.4,16.07
"17","POKE",2020-07-04 02:15:00,1215.12964242895,31.42,30.2873333333333,90.4,15.07
"18","POKE",2020-07-04 02:30:00,1219.73540667602,31.64,30.2646666666667,90.5,14.48
"19","POKE",2020-07-04 02:45:00,1223.44029505365,31.67,30.21,90.5,14.76
"20","POKE",2020-07-04 03:00:00,1233.10226148256,31.56,30.2293333333333,90.5,18.95
"21","POKE",2020-07-04 03:15:00,1252.78936901613,31.37,30.1793333333333,90.5,18.95
"22","POKE",2020-07-04 03:30:00,1255.76790804171,31.36,30.1406666666667,90.6,15.01
"23","POKE",2020-07-04 03:45:00,1245.56824041967,31.52,30.0933333333333,90.6,14.11
"24","POKE",2020-07-04 04:00:00,1233.01499822387,31.85,30.0313333333333,90.6,13.98
"25","POKE",2020-07-04 04:15:00,1233.01499822387,32.04,30.006,90.7,14.33
"26","POKE",2020-07-04 04:30:00,1244.75462780881,31.89,29.9526666666667,90.7,14.58
"27","POKE",2020-07-04 04:45:00,1226.33157082065,31.8,29.928,90.7,16.96
"28","POKE",2020-07-04 05:00:00,1219.64814341732,31.77,29.8673333333333,90.7,16.21
"29","POKE",2020-07-04 05:15:00,1224.25390766445,31.72,29.878,90.8,13.68
"30","POKE",2020-07-04 05:30:00,1223.80346972978,31.87,29.83,90.8,13.41
"31","POKE",2020-07-04 05:45:00,1233.01499822387,31.91,29.8173333333333,90.8,13.96
"32","POKE",2020-07-04 06:00:00,1221.72580657358,31.8,29.784,90.8,13.5
"33","POKE",2020-07-04 06:15:00,1240.96247617248,31.89,29.7666666666667,90.9,13.15
"34","POKE",2020-07-04 06:30:00,1225.51795820991,31.94,29.7453333333333,90.9,13.24
"35","POKE",2020-07-04 06:45:00,1222.98985711904,31.91,29.6766666666667,90.9,12.76
"36","POKE",2020-07-04 07:00:00,1229.67328452226,32.01,29.4166666666667,90.9,10.88
"37","POKE",2020-07-04 07:15:00,1213.32789069013,32.32,29.3453333333333,90.9,9.02
"38","POKE",2020-07-04 07:30:00,1222.17624450818,32.64,29.096,90.9,8.66
"39","POKE",2020-07-04 07:45:00,1217.12004232645,32.7,28.7373333333333,90.9,9.96
"40","POKE",2020-07-04 08:00:00,1201.22508642916,32.46,28.526,90.9,10.61
"41","POKE",2020-07-04 08:15:00,1216.30642971571,32.16,28.2986666666667,90.9,10.56
"42","POKE",2020-07-04 08:30:00,1202.48913697456,31.9,28.1846666666667,91,9.99
"43","POKE",2020-07-04 08:45:00,1208.35895176703,31.82,28.0493333333333,91,10.26
"44","POKE",2020-07-04 09:00:00,1200.41147381841,31.82,27.92,91,11.14
"45","POKE",2020-07-04 09:15:00,1203.75318752002,31.59,27.7313333333333,91,11.32
"46","POKE",2020-07-04 09:30:00,1200.41147381841,31.4,27.5853333333333,91,11.31
"47","POKE",2020-07-04 09:45:00,1191.19994532422,31.39,27.364,91,12.66
"48","POKE",2020-07-04 10:00:00,1207.99577709101,30.95,27.15,91,13.26
"49","POKE",2020-07-04 10:15:00,1198.78424859681,30.58,27.0213333333333,91,13.48
"50","POKE",2020-07-04 10:30:00,1224.34117092303,30.34,26.9106666666667,91.1,13.68
"51","POKE",2020-07-04 10:45:00,1206.73172654561,30.14,26.8086666666667,91.1,13.2
"52","POKE",2020-07-04 11:00:00,1201.7627876224,30.04,26.7066666666667,91.1,13.51
"53","POKE",2020-07-04 11:15:00,1189.20954542671,30.04,26.53,91.1,12.99
"54","POKE",2020-07-04 11:30:00,1192.55125912832,29.85,26.3773333333333,91.2,13.28
"55","POKE",2020-07-04 11:45:00,1204.29088871327,29.52,26.2786666666667,91.2,13.08
"56","POKE",2020-07-04 12:00:00,1198.78424859681,29.03,26.0866666666667,91.2,14.09
"57","POKE",2020-07-04 12:15:00,1190.83677064814,28.61,26.0373333333333,91.3,14.64
"58","POKE",2020-07-04 12:30:00,1197.60746131005,28.73,26.0406666666667,91.3,14.73
"59","POKE",2020-07-04 12:45:00,1201.31234968768,28.78,25.95,91.2,13.88
"60","POKE",2020-07-04 13:00:00,1197.97063598607,28.77,25.9266666666667,91.2,16.05
"61","POKE",2020-07-04 13:15:00,1221.81306983216,28.73,25.8433333333333,91.2,16.13
"62","POKE",2020-07-04 13:30:00,1201.7627876224,28.97,25.8193333333333,91.2,15
"63","POKE",2020-07-04 13:45:00,1200.04829914228,29,25.834,91.1,13.55
"64","POKE",2020-07-04 14:00:00,1195.44253489521,28.75,25.766,91.1,14.38
"65","POKE",2020-07-04 14:15:00,1193.36487173906,28.58,25.8093333333333,91.1,15.86
"66","POKE",2020-07-04 14:30:00,1204.65406338929,28.55,25.832,91.1,35.5
"67","POKE",2020-07-04 14:45:00,1188.30866955727,28.23,25.938,91.1,28.87
"68","POKE",2020-07-04 15:00:00,1190.38633271347,28.01,25.9233333333333,91,15.73
"69","POKE",2020-07-04 15:15:00,1185.78056846641,28,25.9593333333333,90.9,20.07
"70","POKE",2020-07-04 15:30:00,1187.85823162261,27.75,25.9726666666667,90.7,18.63
"71","POKE",2020-07-04 15:45:00,1177.83309051779,27.77,26.0646666666667,90.5,20.29
"72","POKE",2020-07-04 16:00:00,1183.25246737554,27.88,26.134,90.2,17.89
"73","POKE",2020-07-04 16:15:00,1157.3323703733,27.93,26.222,90,18.97
"74","POKE",2020-07-04 16:30:00,1160.67408407491,28.13,26.298,89.9,28.84
"75","POKE",2020-07-04 16:45:00,1151.46255558083,28.5,26.384,89.8,21.59
"76","POKE",2020-07-04 17:00:00,1164.82941038726,28.89,26.4493333333333,89.7,18.19
"77","POKE",2020-07-04 17:15:00,1150.19850503537,28.6,26.5213333333333,89.6,29.42
"78","POKE",2020-07-04 17:30:00,1150.19850503537,28.66,26.562,89.5,26.83
"79","POKE",2020-07-04 17:45:00,1155.61788189312,28.98,26.6773333333333,89.5,21.52
"80","POKE",2020-07-04 18:00:00,1139.72292599571,28.97,26.746,89.5,22.06
"81","POKE",2020-07-04 18:15:00,1139.72292599571,29.22,26.774,89.5,19.45
"82","POKE",2020-07-04 18:30:00,1125.90563325462,29.61,26.9013333333333,89.5,20.16
"83","POKE",2020-07-04 18:45:00,1116.24366682582,29.93,27.026,89.4,20.45
"84","POKE",2020-07-04 19:00:00,1097.00699722674,30.16,27.0266666666667,89.3,19.1
"85","POKE",2020-07-04 19:15:00,1107.8457509423,30.35,27.112,89.2,19.81
"86","POKE",2020-07-04 19:30:00,1109.10980148776,30.94,27.1386666666667,89.1,25.64
"87","POKE",2020-07-04 19:45:00,1098.63422244822,31.3,27.2626666666667,89.1,25.19
"88","POKE",2020-07-04 20:00:00,1093.57802026649,31.56,27.346,88.9,19.77
"89","POKE",2020-07-04 20:15:00,1091.04991917562,32.01,27.402,88.9,18.44
"90","POKE",2020-07-04 20:30:00,1085.99371699383,32.49,27.4793333333333,88.8,19.96
"91","POKE",2020-07-04 20:45:00,1096.01885809877,33.02,27.556,88.7,17.73
