"","Site","DateTime","Q","day","fDOM.RFU","nitrateuM","SpCond.uScm","Turbidity.FNU","MeanDischarge"
"1","POKE",2020-06-21 07:15:00,1084.84119711106,2020-06-21 08:00:00,86.5,25.78,76.24,39.64,1084.84119711106
"2","POKE",2020-06-21 07:30:00,1076.34113299567,2020-06-21 08:00:00,87.1,25.6625,76.33,36.58,1076.34113299567
"3","POKE",2020-06-21 07:45:00,1099.00797063659,2020-06-21 08:00:00,87.1,25.72875,76.38,38.03,1099.00797063659
"4","POKE",2020-06-21 08:00:00,1107.50803475198,2020-06-21 08:00:00,86.8,25.691875,76.42,38.41,1107.50803475198
"5","POKE",2020-06-21 08:15:00,1110.34138945711,2020-06-21 08:00:00,86.3,25.706875,76.49,38.76,1110.34138945711
"6","POKE",2020-06-21 08:30:00,1124.50816298265,2020-06-21 08:00:00,86.7,25.72125,76.55,37.48,1124.50816298265
"7","POKE",2020-06-21 08:45:00,1127.34151768778,2020-06-21 08:00:00,87.1,25.695625,76.59,38.62,1127.34151768778
"8","POKE",2020-06-21 09:00:00,1135.84158180316,2020-06-21 08:00:00,86.7,25.840625,76.66,38.84,1135.84158180316
"9","POKE",2020-06-21 09:15:00,1141.50829121342,2020-06-21 08:00:00,87,25.7875,76.71,35.12,1141.50829121342
"10","POKE",2020-06-21 09:30:00,1152.84171003394,2020-06-21 08:00:00,87.4,25.756875,76.78,35.94,1152.84171003394
"11","POKE",2020-06-21 09:45:00,1175.50854767486,2020-06-21 08:00:00,87.3,25.77375,76.86,31.66,1175.50854767486
"12","POKE",2020-06-21 10:00:00,1175.50854767486,2020-06-21 08:00:00,87.1,25.775625,76.9,32.67,1175.50854767486
"13","POKE",2020-06-21 10:15:00,1195.34203061066,2020-06-21 08:00:00,87.1,25.86,76.96,40.21,1195.34203061066
"14","POKE",2020-06-21 10:30:00,1198.17538531579,2020-06-21 08:00:00,86.4,25.9125,77.04,41.42,1198.17538531579
"15","POKE",2020-06-21 10:45:00,1206.67544943118,2020-06-21 08:00:00,85.7,25.866875,77.11,33.56,1206.67544943118
"16","POKE",2020-06-21 11:00:00,1215.17551354656,2020-06-21 08:00:00,85.8,25.8275,77.18,33.19,1215.17551354656
"17","POKE",2020-06-21 11:15:00,1218.00886825169,2020-06-21 08:00:00,85.9,25.885625,77.28,32.92,1218.00886825169
"18","POKE",2020-06-21 11:30:00,1226.50893236697,2020-06-21 08:00:00,85.7,25.959375,77.34,31.33,1226.50893236697
"19","POKE",2020-06-21 11:45:00,1229.3422870721,2020-06-21 08:00:00,85.3,26.020625,77.42,29.24,1229.3422870721
"20","POKE",2020-06-21 12:00:00,1243.50906059775,2020-06-21 08:00:00,85.2,26.14875,77.49,29.22,1243.50906059775
"21","POKE",2020-06-21 12:15:00,1243.50906059775,2020-06-21 08:00:00,85.2,26.1475,77.56,31.03,1243.50906059775
"22","POKE",2020-06-21 12:30:00,1249.17577000801,2020-06-21 08:00:00,85.2,26.155,77.64,30.22,1249.17577000801
"23","POKE",2020-06-21 12:45:00,1266.17589823867,2020-06-21 08:00:00,85.3,26.248125,77.72,28.55,1266.17589823867
"24","POKE",2020-06-21 13:00:00,1260.50918882841,2020-06-21 08:00:00,85.1,26.33625,77.83,44.25,1260.50918882841
"25","POKE",2020-06-21 13:15:00,1260.50918882841,2020-06-21 08:00:00,84.6,26.348125,77.91,37.59,1260.50918882841
"26","POKE",2020-06-21 13:30:00,1263.34254353354,2020-06-21 08:00:00,84.3,26.325625,77.97,26.78,1263.34254353354
"27","POKE",2020-06-21 13:45:00,1266.17589823867,2020-06-21 08:00:00,84.7,26.4625,78.04,28.36,1266.17589823867
"28","POKE",2020-06-21 14:00:00,1280.34267176432,2020-06-21 08:00:00,85,26.400625,78.09,27.66,1280.34267176432
"29","POKE",2020-06-21 14:15:00,1274.67596235406,2020-06-21 08:00:00,85.1,26.451875,78.12,30,1274.67596235406
"30","POKE",2020-06-21 14:30:00,1266.17589823867,2020-06-21 08:00:00,85.2,26.46,78.13,29.36,1266.17589823867
"31","POKE",2020-06-21 14:45:00,1283.17602646945,2020-06-21 08:00:00,85,26.3825,78.14,27.07,1283.17602646945
"32","POKE",2020-06-21 15:00:00,1283.17602646945,2020-06-21 08:00:00,84.3,26.36875,78.13,26.41,1283.17602646945
"33","POKE",2020-06-21 15:15:00,1269.0092529438,2020-06-21 08:00:00,84,26.3675,78.13,29.11,1269.0092529438
"34","POKE",2020-06-21 15:30:00,1277.50931705919,2020-06-21 08:00:00,84,26.350625,78.13,29.24,1277.50931705919
"35","POKE",2020-06-21 15:45:00,1277.50931705919,2020-06-21 08:00:00,83.1,26.271875,78.13,31.42,1277.50931705919
"36","POKE",2020-06-21 16:00:00,1266.17589823867,2020-06-21 08:00:00,81.7,26.309375,78.12,41.7,1266.17589823867
"37","POKE",2020-06-21 16:15:00,1271.84260764893,2020-06-21 08:00:00,79.91,26.390625,78.11,41.95,1271.84260764893
"38","POKE",2020-06-21 16:30:00,1252.00912471313,2020-06-21 08:00:00,79.15,26.40625,78.11,42.49,1252.00912471313
"39","POKE",2020-06-21 16:45:00,1257.67583412328,2020-06-21 08:00:00,79.37,26.3975,78.07,49.79,1257.67583412328
"40","POKE",2020-06-21 17:00:00,1263.34254353354,2020-06-21 08:00:00,79,26.44375,78,44.48,1263.34254353354
"41","POKE",2020-06-21 17:15:00,1246.34241530288,2020-06-21 08:00:00,78.07,26.465,77.95,33.45,1246.34241530288
"42","POKE",2020-06-21 17:30:00,1249.17577000801,2020-06-21 08:00:00,77.73,26.511875,77.92,40,1249.17577000801
"43","POKE",2020-06-21 17:45:00,1237.84235118749,2020-06-21 08:00:00,77.45,26.579375,77.89,40.72,1237.84235118749
"44","POKE",2020-06-21 18:00:00,1232.17564177723,2020-06-21 08:00:00,77.31,26.609375,77.81,35.95,1232.17564177723
"45","POKE",2020-06-21 18:15:00,1229.3422870721,2020-06-21 08:00:00,77.57,26.573125,77.72,35.28,1229.3422870721
"46","POKE",2020-06-21 18:30:00,1232.17564177723,2020-06-21 08:00:00,77.54,26.574375,77.69,37.19,1232.17564177723
"47","POKE",2020-06-21 18:45:00,1226.50893236697,2020-06-21 08:00:00,77.71,26.641875,77.64,40.7,1226.50893236697
"48","POKE",2020-06-21 19:00:00,1226.50893236697,2020-06-21 08:00:00,77.48,26.728125,77.56,37.89,1226.50893236697
"49","POKE",2020-06-21 19:15:00,1212.34215884143,2020-06-21 08:00:00,76.98,26.72625,77.45,39.83,1212.34215884143
"50","POKE",2020-06-21 19:30:00,1209.50880413631,2020-06-21 08:00:00,77.26,26.77125,77.38,43.51,1209.50880413631
"51","POKE",2020-06-21 19:45:00,1203.84209472605,2020-06-21 08:00:00,77.68,26.7875,77.29,41.61,1203.84209472605
"52","POKE",2020-06-21 20:00:00,1192.50867590553,2020-06-21 08:00:00,76.74,26.784375,77.21,39.97,1192.50867590553
"53","POKE",2020-06-21 20:15:00,1201.00874002092,2020-06-21 08:00:00,76.72,26.75375,77.14,37.54,1201.00874002092
"54","POKE",2020-06-21 20:30:00,1198.17538531579,2020-06-21 08:00:00,77.4,26.815,77.03,36.5,1198.17538531579
"55","POKE",2020-06-21 20:45:00,1181.17525708512,2020-06-21 08:00:00,77.92,26.841875,76.91,44.78,1181.17525708512
"56","POKE",2020-06-21 21:00:00,1192.50867590553,2020-06-21 08:00:00,78.29,26.940625,76.8,47.24,1192.50867590553
"57","POKE",2020-06-21 21:15:00,1178.34190237999,2020-06-21 08:00:00,78.29,26.9525,76.69,44.91,1178.34190237999
"58","POKE",2020-06-21 21:30:00,1186.84196649538,2020-06-21 08:00:00,77.96,26.9175,76.61,41.2,1186.84196649538
"59","POKE",2020-06-21 21:45:00,1172.67519296973,2020-06-21 08:00:00,78.1,26.965625,76.53,39.13,1172.67519296973
"60","POKE",2020-06-21 22:00:00,1167.00848355948,2020-06-21 08:00:00,79.4,26.935625,76.43,39.39,1167.00848355948
"61","POKE",2020-06-21 22:15:00,1172.67519296973,2020-06-21 08:00:00,80.5,27.0025,76.37,38.72,1172.67519296973
"62","POKE",2020-06-21 22:30:00,1155.67506473896,2020-06-21 08:00:00,80.1,27.066875,76.32,42.89,1155.67506473896
"63","POKE",2020-06-21 22:45:00,1164.17512885435,2020-06-21 08:00:00,80.1,27.099375,76.26,40.68,1164.17512885435
"64","POKE",2020-06-21 23:00:00,1152.84171003394,2020-06-21 08:00:00,80.6,27.140625,76.17,34.17,1152.84171003394
"65","POKE",2020-06-21 23:15:00,1152.84171003394,2020-06-21 08:00:00,81.6,27.206875,76.09,36.14,1152.84171003394
"66","POKE",2020-06-21 23:30:00,1138.67493650829,2020-06-21 08:00:00,82.4,27.18,76.02,37.17,1138.67493650829
"67","POKE",2020-06-21 23:45:00,1138.67493650829,2020-06-21 08:00:00,82.7,27.194375,75.98,31.51,1138.67493650829
"68","POKE",2020-06-22 00:00:00,1133.00822709803,2020-06-22 08:00:00,83.2,27.256875,75.94,31.21,1133.00822709803
"69","POKE",2020-06-22 00:15:00,1121.67480827752,2020-06-22 08:00:00,83.1,27.35875,75.9,45.36,1121.67480827752
"70","POKE",2020-06-22 00:30:00,1138.67493650829,2020-06-22 08:00:00,83.4,27.39,75.9,43.56,1138.67493650829
"71","POKE",2020-06-22 00:45:00,1118.8414535725,2020-06-22 08:00:00,83.9,27.395,75.9,30.61,1118.8414535725
"72","POKE",2020-06-22 01:00:00,1113.17474416224,2020-06-22 08:00:00,84.4,27.39125,75.89,30.5,1113.17474416224
"73","POKE",2020-06-22 01:15:00,1113.17474416224,2020-06-22 08:00:00,85,27.5275,75.87,32.78,1113.17474416224
"74","POKE",2020-06-22 01:30:00,1101.84132534172,2020-06-22 08:00:00,85.5,27.479375,75.89,34.02,1101.84132534172
"75","POKE",2020-06-22 01:45:00,1093.34126122633,2020-06-22 08:00:00,86.1,27.5913333333333,75.92,30.6,1093.34126122633
"76","POKE",2020-06-22 02:00:00,1099.00797063659,2020-06-22 08:00:00,86.7,27.5693333333333,75.96,26.63,1099.00797063659
"77","POKE",2020-06-22 02:15:00,1087.67455181608,2020-06-22 08:00:00,86.7,27.6853333333333,76.02,26.2,1087.67455181608
"78","POKE",2020-06-22 02:30:00,999.840555957402,2020-06-22 08:00:00,86.3,-6.54,76.05,28.16,999.840555957402
"79","POKE",2020-06-22 02:45:00,997.007201252272,2020-06-22 08:00:00,86.6,-7.08533333333333,76.09,25.47,997.007201252272
"80","POKE",2020-06-22 03:00:00,991.340491842013,2020-06-22 08:00:00,87,-6.64354609929078,76.13,23.17,991.340491842013
"81","POKE",2020-06-22 03:15:00,982.84042772674,2020-06-22 08:00:00,86.9,-6.22505813953488,76.18,27.16,982.84042772674
"82","POKE",2020-06-22 03:30:00,980.00707302161,2020-06-22 08:00:00,86.8,-6.23113636363636,76.23,28.76,980.00707302161
"83","POKE",2020-06-22 03:45:00,974.340363611351,2020-06-22 08:00:00,86.7,NA,76.28,27.58,974.340363611351
"84","POKE",2020-06-22 04:00:00,960.173590085702,2020-06-22 08:00:00,86.3,-7.03666666666667,76.32,25,960.173590085702
"85","POKE",2020-06-22 04:15:00,1008.34062007279,2020-06-22 08:00:00,85.7,27.739375,76.38,24.79,1008.34062007279
"86","POKE",2020-06-22 04:30:00,997.007201252272,2020-06-22 08:00:00,84.6,27.84625,76.42,27.73,997.007201252272
"87","POKE",2020-06-22 04:45:00,1002.67391066253,2020-06-22 08:00:00,82.6,27.93375,76.47,32.96,1002.67391066253
"88","POKE",2020-06-22 05:00:00,988.507137136883,2020-06-22 08:00:00,81.8,27.951875,76.55,33.56,988.507137136883
"89","POKE",2020-06-22 05:15:00,985.673782431753,2020-06-22 08:00:00,82.6,27.9525,76.63,31.71,985.673782431753
"90","POKE",2020-06-22 05:30:00,980.00707302161,2020-06-22 08:00:00,83.3,27.991875,76.71,29.82,980.00707302161
"91","POKE",2020-06-22 05:45:00,971.507008906221,2020-06-22 08:00:00,83.7,27.959375,76.81,27.91,971.507008906221
"92","POKE",2020-06-22 06:00:00,980.00707302161,2020-06-22 08:00:00,84.2,28.025625,76.9,25.5,980.00707302161
"93","POKE",2020-06-22 06:15:00,971.507008906221,2020-06-22 08:00:00,84.5,27.984375,76.98,26.6,971.507008906221
"94","POKE",2020-06-22 06:30:00,971.507008906221,2020-06-22 08:00:00,84.4,28.063125,77.06,26.98,971.507008906221
"95","POKE",2020-06-22 06:45:00,960.173590085702,2020-06-22 08:00:00,84.8,28.086875,77.14,24.4,960.173590085702
"96","POKE",2020-06-22 07:00:00,957.340235380572,2020-06-22 08:00:00,85.3,28.14,77.22,28.66,957.340235380572
"97","POKE",2020-06-22 07:15:00,960.173590085702,2020-06-22 08:00:00,85.3,28.1475,77.3,27.87,960.173590085702
"98","POKE",2020-06-22 07:30:00,960.173590085702,2020-06-22 08:00:00,85,28.1525,77.38,24.85,960.173590085702
"99","POKE",2020-06-22 07:45:00,948.840171265299,2020-06-22 08:00:00,84.9,28.2,77.45,27.79,948.840171265299
"100","POKE",2020-06-22 08:00:00,943.17346185504,2020-06-22 08:00:00,84.8,28.17,77.54,26.83,943.17346185504
"101","POKE",2020-06-22 08:15:00,957.340235380572,2020-06-22 08:00:00,84.8,28.18875,77.61,25.49,957.340235380572
"102","POKE",2020-06-22 08:30:00,943.17346185504,2020-06-22 08:00:00,84.8,28.2775,77.7,25.84,943.17346185504
"103","POKE",2020-06-22 08:45:00,937.50675244478,2020-06-22 08:00:00,85,28.23625,77.8,25.58,937.50675244478
"104","POKE",2020-06-22 09:00:00,934.673397739651,2020-06-22 08:00:00,84.9,28.313125,77.87,25.58,934.673397739651
"105","POKE",2020-06-22 09:15:00,926.173333624261,2020-06-22 08:00:00,84.7,28.290625,77.97,28.82,926.173333624261
"106","POKE",2020-06-22 09:30:00,929.006688329391,2020-06-22 08:00:00,84.5,28.340625,78.05,23.64,929.006688329391
"107","POKE",2020-06-22 09:45:00,920.506624214002,2020-06-22 08:00:00,84.4,28.379375,78.14,25.81,920.506624214002
"108","POKE",2020-06-22 10:00:00,920.506624214002,2020-06-22 08:00:00,84.4,28.356875,NA,NA,920.506624214002
"109","POKE",2020-06-22 10:15:00,929.006688329391,2020-06-22 08:00:00,NA,28.381875,NA,NA,929.006688329391
"110","POKE",2020-06-22 10:30:00,923.339978919132,2020-06-22 08:00:00,NA,28.40375,NA,NA,923.339978919132
"111","POKE",2020-06-22 10:45:00,920.506624214002,2020-06-22 08:00:00,NA,28.438125,NA,NA,920.506624214002
"112","POKE",2020-06-22 11:00:00,914.839914803859,2020-06-22 08:00:00,NA,28.431875,NA,NA,914.839914803859
"113","POKE",2020-06-22 11:15:00,914.839914803859,2020-06-22 08:00:00,NA,28.480625,NA,NA,914.839914803859
"114","POKE",2020-06-22 11:30:00,923.339978919132,2020-06-22 08:00:00,NA,28.469375,NA,NA,923.339978919132
"115","POKE",2020-06-22 11:45:00,920.506624214002,2020-06-22 08:00:00,NA,28.525625,NA,NA,920.506624214002
"116","POKE",2020-06-22 12:00:00,909.173205393599,2020-06-22 08:00:00,NA,28.53,NA,NA,909.173205393599
"117","POKE",2020-06-22 12:15:00,909.173205393599,2020-06-22 08:00:00,NA,28.555625,NA,NA,909.173205393599
"118","POKE",2020-06-22 12:30:00,903.50649598334,2020-06-22 08:00:00,NA,28.53875,87.4,21.85,903.50649598334
"119","POKE",2020-06-22 12:45:00,912.006560098729,2020-06-22 08:00:00,83,28.58375,87.3,22.34,912.006560098729
"120","POKE",2020-06-22 13:00:00,900.67314127821,2020-06-22 08:00:00,83.1,28.525,87.2,25.1,900.67314127821
"121","POKE",2020-06-22 13:15:00,897.83978657308,2020-06-22 08:00:00,82.5,28.640625,87.1,23.78,897.83978657308
"122","POKE",2020-06-22 13:30:00,889.339722457691,2020-06-22 08:00:00,81.9,28.671875,87,24.49,889.339722457691
"123","POKE",2020-06-22 13:45:00,906.33985068847,2020-06-22 08:00:00,81.9,28.681875,87,26.94,906.33985068847
"124","POKE",2020-06-22 14:00:00,903.50649598334,2020-06-22 08:00:00,81.8,28.67625,87,26.29,903.50649598334
"125","POKE",2020-06-22 14:15:00,909.173205393599,2020-06-22 08:00:00,81.4,28.71375,87,31.81,909.173205393599
"126","POKE",2020-06-22 14:30:00,906.33985068847,2020-06-22 08:00:00,81.4,28.7275,87,31.05,906.33985068847
"127","POKE",2020-06-22 14:45:00,895.006431867951,2020-06-22 08:00:00,81.4,28.741875,87,26.41,895.006431867951
"128","POKE",2020-06-22 15:00:00,892.173077162821,2020-06-22 08:00:00,81.3,28.743125,86.9,21.31,892.173077162821
"129","POKE",2020-06-22 15:15:00,900.67314127821,2020-06-22 08:00:00,81.2,28.755625,86.9,21.26,900.67314127821
"130","POKE",2020-06-22 15:30:00,897.83978657308,2020-06-22 08:00:00,80.9,28.81125,86.8,19.03,897.83978657308
"131","POKE",2020-06-22 15:45:00,897.83978657308,2020-06-22 08:00:00,80.6,28.796875,86.7,21.21,897.83978657308
"132","POKE",2020-06-22 16:00:00,889.339722457691,2020-06-22 08:00:00,80.2,28.84875,86.7,21.08,889.339722457691
"133","POKE",2020-06-22 16:15:00,895.006431867951,2020-06-22 08:00:00,80.1,28.806875,86.7,22.24,895.006431867951
"134","POKE",2020-06-22 16:30:00,895.006431867951,2020-06-22 08:00:00,79.56,28.87125,86.8,27.01,895.006431867951
"135","POKE",2020-06-22 16:45:00,895.006431867951,2020-06-22 08:00:00,79.04,28.8846666666667,86.8,24.39,895.006431867951
"136","POKE",2020-06-22 17:00:00,886.506367752561,2020-06-22 08:00:00,78.67,28.891875,86.8,21.13,886.506367752561
"137","POKE",2020-06-22 17:15:00,889.339722457691,2020-06-22 08:00:00,78.5,28.9475,86.8,22.49,889.339722457691
"138","POKE",2020-06-22 17:30:00,889.339722457691,2020-06-22 08:00:00,78.75,28.972,86.7,26.17,889.339722457691
"139","POKE",2020-06-22 17:45:00,892.173077162821,2020-06-22 08:00:00,78.8,28.932,86.7,23.67,892.173077162821
"140","POKE",2020-06-22 18:00:00,886.506367752561,2020-06-22 08:00:00,78.91,29.01375,86.7,21.07,886.506367752561
"141","POKE",2020-06-22 18:15:00,886.506367752561,2020-06-22 08:00:00,78.62,29.0425,86.8,22.34,886.506367752561
"142","POKE",2020-06-22 18:30:00,886.506367752561,2020-06-22 08:00:00,78.36,29.05125,86.8,24.56,886.506367752561
"143","POKE",2020-06-22 18:45:00,883.673013047548,2020-06-22 08:00:00,78.44,29.073125,86.8,22.3,883.673013047548
"144","POKE",2020-06-22 19:00:00,883.673013047548,2020-06-22 08:00:00,78.39,29.15625,86.9,20.59,883.673013047548
"145","POKE",2020-06-22 19:15:00,889.339722457691,2020-06-22 08:00:00,78.35,29.150625,86.9,26.27,889.339722457691
"146","POKE",2020-06-22 19:30:00,895.006431867951,2020-06-22 08:00:00,78.12,29.186875,86.9,23.5,895.006431867951
"147","POKE",2020-06-22 19:45:00,889.339722457691,2020-06-22 08:00:00,77.81,29.215,87,18.89,889.339722457691
