"","DateTime","MeanDischarge"
"1",2019-08-13 07:30:00,677.637283074092
"2",2019-08-13 07:45:00,676.168213592788
"3",2019-08-13 08:00:00,679.981347065202
"4",2019-08-13 08:15:00,684.513408637251
"5",2019-08-13 08:30:00,685.685440632806
"6",2019-08-13 08:45:00,686.857472628362
"7",2019-08-13 09:00:00,690.998856868559
"8",2019-08-13 09:15:00,692.499139631896
"9",2019-08-13 09:30:00,700.484870626542
"10",2019-08-13 09:45:00,706.095324348042
"11",2019-08-13 10:00:00,713.002663193236
"12",2019-08-13 10:15:00,711.174129662115
"13",2019-08-13 10:30:00,717.628364611388
"14",2019-08-13 10:45:00,724.473276892513
"15",2019-08-13 11:00:00,735.881464027721
"16",2019-08-13 11:15:00,743.835981740331
"17",2019-08-13 11:30:00,743.476517690514
"18",2019-08-13 11:45:00,753.743886112201
"19",2019-08-13 12:00:00,754.165776726088
"20",2019-08-13 12:15:00,761.010689007212
"21",2019-08-13 12:30:00,767.402497392416
"22",2019-08-13 12:45:00,772.809553474272
"23",2019-08-13 13:00:00,781.873676618369
"24",2019-08-13 13:15:00,786.858842086339
"25",2019-08-13 13:30:00,794.813359798949
"26",2019-08-13 13:45:00,798.298242503581
"27",2019-08-13 14:00:00,806.581010983974
"28",2019-08-13 14:15:00,814.176064646768
"29",2019-08-13 14:30:00,814.597955260654
"30",2019-08-13 14:45:00,815.410523206393
"31",2019-08-13 15:00:00,824.505859632524
"32",2019-08-13 15:15:00,826.037355677897
"33",2019-08-13 15:30:00,824.146395582707
"34",2019-08-13 15:45:00,829.100347768642
"35",2019-08-13 16:00:00,823.818144814925
"36",2019-08-13 16:15:00,828.70967043679
"37",2019-08-13 16:30:00,826.130995524001
"38",2019-08-13 16:45:00,828.740883718825
"39",2019-08-13 17:00:00,822.677326101404
"40",2019-08-13 17:15:00,821.864758155666
"41",2019-08-13 17:30:00,820.395688674362
"42",2019-08-13 17:45:00,816.9732325338
"43",2019-08-13 18:00:00,810.487784302492
"44",2019-08-13 18:15:00,808.628037489337
"45",2019-08-13 18:30:00,806.705864112113
"46",2019-08-13 18:45:00,801.45487444043
"47",2019-08-13 19:00:00,798.720133117467
"48",2019-08-13 19:15:00,794.188071545419
"49",2019-08-13 19:30:00,790.437364637074
"50",2019-08-13 19:45:00,790.765615404857
"51",2019-08-13 20:00:00,784.702057787436
"52",2019-08-13 20:15:00,781.998529746508
"53",2019-08-13 20:30:00,778.638500170015
"54",2019-08-13 20:45:00,775.544294797235
"55",2019-08-13 21:00:00,777.107004124642
"56",2019-08-13 21:15:00,772.934406602411
"57",2019-08-13 21:30:00,768.730595798145
"58",2019-08-13 21:45:00,764.589211557948
"59",2019-08-13 22:00:00,763.807856894245
"60",2019-08-13 22:15:00,759.604046089979
