"0",""
"0","is.na(antecedent_HI_FI_1_0) <- sapply(antecedent_HI_FI_1_0, is.na) # removing any NAs"
"0",""
"0","# scaling data # "
"0","#scaling # "
"0","antecedent_HI_FI_1_0[c(""StormPrecip"", ""StormTemp"", ""PrecipWeek"", ""PrecipMonth"", ""ThreeMonth"", ""TempWeek"", ""Intensity"", ""TimeSinceChena"")] <- lapply(antecedent_HI_FI_1_0[c(""StormPrecip"", ""StormTemp"", ""PrecipWeek"", ""PrecipMonth"", ""ThreeMonth"", ""TempWeek"", ""Intensity"", ""TimeSinceChena"")], function(x) c(scale(x)))"
"0",""
"0","HI_FI_NO3 = subset(antecedent_HI_FI_1_0, response_var == ""NO3"")"
"0","# fDOM #"
"0","HI_FI_fDOM = subset(antecedent_HI_FI_1_0, response_var == ""fDOM"")"
"0","# SPC #"
"0","HI_FI_SPC = subset(antecedent_HI_FI_1_0, response_var == ""SPC"")"
"0","# turb #"
"0","HI_FI_turb = subset(antecedent_HI_FI_1_0, response_var == ""turb"")"
"0",""
