"","site.ID","year","storm.num","response","HI","precip","precip.week","precip.month","ThreeMonth","TOTAL.TIME","Intensity","doy","burn","pf"
"1","MOOS",2020,"storm1","NO3",0.273143631436314,66.4,23.4,23.4,23.4,172.5,0.384927536231884,171.760416666667,"unburned","medium"
"2","MOOS",2020,"storm2","NO3",-0.0729316116690664,7.6,49.4,95.2,95.2,81.5,0.0932515337423313,179.385416666667,"unburned","medium"
"3","MOOS",2020,"storm3","NO3",0.632441371016244,5.4,28.6,179.4,194.2,32,0.16875,199.447916666667,"unburned","medium"
"4","MOOS",2020,"storm4","NO3",0.0471888366903348,21.8,49.6,140.4,216.2,80,0.2725,201.447916666667,"unburned","medium"
"5","MOOS",2020,"storm5","NO3",-0.327724021876309,5.6,43.2,144.6,242.8,62.75,0.0892430278884462,207.947916666667,"unburned","medium"
"6","MOOS",2020,"storm6a","NO3",0.909772028688521,0.2,23.6,160.2,263,26.75,0.00747663551401869,213.822916666667,"unburned","medium"
"7","MOOS",2020,"storm7a","NO3",0.667251051893401,27,14.4,112,277.6,68.75,0.392727272727273,221.40625,"unburned","medium"
"8","MOOS",2020,"storm7b","NO3",0.130176767676758,3.2,28.6,134.2,304.8,46.25,0.0691891891891892,224.34375,"unburned","medium"
"9","MOOS",2020,"storm9","NO3",0.140362856028092,0,16.2,41.6,345.6,101,0,252.3125,"unburned","medium"
"10","MOOS",2020,"storm2","fDOM",-0.518918492826737,7.6,49.4,95.2,95.2,81.5,0.0932515337423313,179.385416666667,"unburned","medium"
"11","MOOS",2020,"storm3","fDOM",-0.476734449760847,5.4,28.6,179.4,194.2,32,0.16875,199.447916666667,"unburned","medium"
"12","MOOS",2020,"storm4","fDOM",-0.179837822022204,21.8,49.6,140.4,216.2,80,0.2725,201.447916666667,"unburned","medium"
"13","MOOS",2020,"storm5","fDOM",-0.0899481983697605,5.6,43.2,144.6,242.8,62.75,0.0892430278884462,207.947916666667,"unburned","medium"
"14","MOOS",2020,"storm6a","fDOM",0.703854185581981,0.2,23.6,160.2,263,26.75,0.00747663551401869,213.822916666667,"unburned","medium"
"15","MOOS",2020,"storm6b","fDOM",0.150688446078852,13,20.6,160.6,263.4,71.75,0.181184668989547,214.947916666667,"unburned","medium"
"16","MOOS",2020,"storm7a","fDOM",0.415544654382412,27,14.4,112,277.6,68.75,0.392727272727273,221.40625,"unburned","medium"
"17","MOOS",2020,"storm7b","fDOM",0.392857142857162,3.2,28.6,134.2,304.8,46.25,0.0691891891891892,224.34375,"unburned","medium"
"18","MOOS",2020,"storm9","fDOM",0.503195845640412,0,16.2,41.6,345.6,101,0,252.3125,"unburned","medium"
"19","MOOS",2020,"storm2","SPC",-0.628299120234605,7.6,49.4,95.2,95.2,81.5,0.0932515337423313,179.385416666667,"unburned","medium"
"20","MOOS",2020,"storm3","SPC",-0.029141104294266,5.4,28.6,179.4,194.2,32,0.16875,199.447916666667,"unburned","medium"
"21","MOOS",2020,"storm4","SPC",0.0348563645369006,21.8,49.6,140.4,216.2,80,0.2725,201.447916666667,"unburned","medium"
"22","MOOS",2020,"storm2","turb",-0.0606602219390136,7.6,49.4,95.2,95.2,81.5,0.0932515337423313,179.385416666667,"unburned","medium"
"23","MOOS",2020,"storm3","turb",-0.184102279043915,5.4,28.6,179.4,194.2,32,0.16875,199.447916666667,"unburned","medium"
"24","MOOS",2020,"storm4","turb",-0.294162727138426,21.8,49.6,140.4,216.2,80,0.2725,201.447916666667,"unburned","medium"
"25","MOOS",2020,"storm5","turb",-0.000405102822461185,5.6,43.2,144.6,242.8,62.75,0.0892430278884462,207.947916666667,"unburned","medium"
"26","MOOS",2020,"storm6a","turb",-0.203737263747375,0.2,23.6,160.2,263,26.75,0.00747663551401869,213.822916666667,"unburned","medium"
"27","MOOS",2020,"storm6b","turb",-0.497827939815794,13,20.6,160.6,263.4,71.75,0.181184668989547,214.947916666667,"unburned","medium"
"28","MOOS",2020,"storm7a","turb",-0.0831836248012721,27,14.4,112,277.6,68.75,0.392727272727273,221.40625,"unburned","medium"
"29","MOOS",2020,"storm7b","turb",-0.224890923090084,3.2,28.6,134.2,304.8,46.25,0.0691891891891892,224.34375,"unburned","medium"
"30","MOOS",2020,"storm9","turb",-0.307929478609625,0,16.2,41.6,345.6,101,0,252.3125,"unburned","medium"
